Index	JobID	Runtime sec
52	66747035	7
22	66746857	8
77	66747193	9
60	66747084	10
62	66747097	11
56	66747059	11
34	66746933	11
71	66747152	11
61	66747090	10
35	66746937	11
86	66747245	11
18	66746836	10
69	66747144	10
75	66747179	11
7	66746772	11
14	66746813	12
90	66747267	11
50	66747023	11
6	66746769	11
51	66747029	11
25	66746876	12
20	66746847	11
99	66747317	10
92	66747275	11
97	66747304	11
98	66747311	11
96	66747298	11
16	66746823	10
42	66746977	12
39	66746959	11
11	66746795	11
33	66746926	11
13	66746806	11
66	66747122	12
24	66746870	13
9	66746782	13
12	66746800	12
63	66747103	13
1	66746737	14
76	66747184	12
27	66746889	12
3	66746747	12
0	66746730	13
29	66746900	12
88	66747255	13
15	66746820	12
4	66746755	13
37	66746949	12
68	66747137	14
59	66747077	14
95	66747290	14
70	66747148	13
44	66746989	12
89	66747262	13
47	66747009	13
94	66747283	13
83	66747226	12
19	66746841	14
55	66747053	13
40	66746966	14
23	66746864	14
45	66746996	13
81	66747217	14
80	66747211	15
30	66746905	15
31	66746912	14
36	66746943	14
79	66747206	14
2	66746743	15
93	66747278	14
21	66746853	13
41	66746972	15
26	66746882	14
32	66746920	14
53	66747040	15
38	66746953	14
72	66747159	14
87	66747250	15
84	66747231	15
54	66747046	15
46	66747002	14
43	66746983	15
82	66747221	15
65	66747117	15
57	66747066	15
49	66747019	14
5	66746762	15
17	66746831	15
10	66746789	15
58	66747072	15
67	66747130	16
64	66747111	14
73	66747166	16
85	66747238	15
48	66747016	16
74	66747172	17
91	66747272	17
78	66747200	16
28	66746896	18
8	66746777	18
