Index	JobID	Memory MB
52	66747035	1.19
22	66746857	1.20
77	66747193	1.23
60	66747084	1.23
62	66747097	1.13
56	66747059	1.24
34	66746933	1.25
71	66747152	2.07
61	66747090	1.24
35	66746937	343.08
86	66747245	334.71
18	66746836	338.45
69	66747144	332.99
75	66747179	335.20
7	66746772	341.15
14	66746813	341.80
90	66747267	231.20
50	66747023	167.55
6	66746769	333.30
51	66747029	196.33
25	66746876	231.45
20	66746847	224.54
99	66747317	223.92
92	66747275	226.38
97	66747304	335.20
98	66747311	336.86
96	66747298	193.20
16	66746823	331.27
42	66746977	195.50
39	66746959	225.03
11	66746795	232.26
33	66746926	174.99
13	66746806	224.38
66	66747122	170.02
24	66746870	337.54
9	66746782	224.16
12	66746800	222.55
63	66747103	334.54
1	66746737	336.39
76	66747184	167.06
27	66746889	194.22
3	66746747	223.88
0	66746730	340.98
29	66746900	335.30
88	66747255	184.00
15	66746820	188.01
4	66746755	330.79
37	66746949	188.92
68	66747137	224.89
59	66747077	336.92
95	66747290	193.04
70	66747148	188.06
44	66746989	332.63
89	66747262	332.96
47	66747009	171.96
94	66747283	189.06
83	66747226	224.66
19	66746841	175.67
55	66747053	329.86
40	66746966	332.61
23	66746864	329.37
45	66746996	166.93
81	66747217	189.67
80	66747211	324.08
30	66746905	170.91
31	66746912	188.34
36	66746943	311.46
79	66747206	224.45
2	66746743	336.94
93	66747278	228.22
21	66746853	188.85
41	66746972	319.59
26	66746882	333.24
32	66746920	338.55
53	66747040	327.32
38	66746953	329.12
72	66747159	221.85
87	66747250	189.77
84	66747231	222.22
54	66747046	207.30
46	66747002	181.48
43	66746983	179.93
82	66747221	155.00
65	66747117	330.74
57	66747066	164.71
49	66747019	180.59
5	66746762	213.31
17	66746831	279.49
10	66746789	276.47
58	66747072	160.08
67	66747130	316.83
64	66747111	147.00
73	66747166	186.67
85	66747238	179.50
48	66747016	38.79
74	66747172	160.44
91	66747272	264.09
78	66747200	180.27
28	66746896	283.36
8	66746777	66.50
