Index	JobID	FLSIMU Runtime sec
52	66747035	3
22	66746857	3
77	66747193	5
60	66747084	4
62	66747097	6
56	66747059	6
34	66746933	5
71	66747152	6
61	66747090	5
35	66746937	6
86	66747245	6
18	66746836	5
69	66747144	4
75	66747179	7
7	66746772	5
14	66746813	6
90	66747267	5
50	66747023	5
6	66746769	6
51	66747029	5
25	66746876	7
20	66746847	5
99	66747317	4
92	66747275	6
97	66747304	6
98	66747311	5
96	66747298	6
16	66746823	4
42	66746977	6
39	66746959	4
11	66746795	3
33	66746926	4
13	66746806	5
66	66747122	4
24	66746870	6
9	66746782	5
12	66746800	6
63	66747103	7
1	66746737	7
76	66747184	4
27	66746889	5
3	66746747	6
0	66746730	6
29	66746900	5
88	66747255	6
15	66746820	5
4	66746755	7
37	66746949	5
68	66747137	7
59	66747077	7
95	66747290	6
70	66747148	6
44	66746989	4
89	66747262	6
47	66747009	6
94	66747283	6
83	66747226	4
19	66746841	6
55	66747053	6
40	66746966	7
23	66746864	7
45	66746996	6
81	66747217	6
80	66747211	8
30	66746905	6
31	66746912	7
36	66746943	6
79	66747206	6
2	66746743	7
93	66747278	6
21	66746853	4
41	66746972	8
26	66746882	6
32	66746920	5
53	66747040	7
38	66746953	6
72	66747159	6
87	66747250	7
84	66747231	6
54	66747046	6
46	66747002	6
43	66746983	7
82	66747221	7
65	66747117	6
57	66747066	7
49	66747019	6
5	66746762	8
17	66746831	7
10	66746789	8
58	66747072	7
67	66747130	7
64	66747111	5
73	66747166	6
85	66747238	6
48	66747016	9
74	66747172	7
91	66747272	8
78	66747200	6
28	66746896	7
8	66746777	9
