Index	JobID	Runtime sec
0	66687894	3668
11	66687907	4067
41	66687941	3915
18	66687914	4337
43	66687943	4177
9	66687904	4632
42	66687942	4431
10	66687905	4700
16	66687912	4683
35	66687935	4556
45	66687945	4710
12	66687908	5033
7	66687902	5131
5	66687899	5218
13	66687909	5255
22	66687918	5242
8	66687903	5449
26	66687923	5362
6	66687901	5604
38	66687938	5408
15	66687911	5637
36	66687936	5512
54	66687954	5392
19	66687915	5630
14	66687910	5682
58	66687958	5411
47	66687947	5495
2	66687896	5862
30	66687930	5717
40	66687940	5612
57	66687957	5578
39	66687939	5666
1	66687895	6031
27	66687927	5898
20	66687916	5934
50	66687950	5705
44	66687944	5795
25	66687921	6016
31	66687931	5990
55	66687955	5953
48	66687948	5987
52	66687952	6042
90	66687993	4266
24	66687920	6316
51	66687951	6153
21	66687917	6442
95	66687998	4454
49	66687949	6250
28	66687928	6461
93	66687996	4550
32	66687932	6535
37	66687937	6588
66	66687967	4702
29	66687929	6730
34	66687934	6751
23	66687919	6826
4	66687898	6970
17	66687913	6925
56	66687956	6711
46	66687946	6770
3	66687897	7106
64	66687965	4968
60	66687960	5035
68	66687970	5277
82	66687985	5310
88	66687991	5325
74	66687976	5340
62	66687962	5375
73	66687975	5433
94	66687997	5445
65	66687966	5598
87	66687990	5641
71	66687973	5647
79	66687982	5708
99	66688002	5736
69	66687971	5764
61	66687961	5804
97	66688000	5774
86	66687989	5842
91	66687994	5948
53	66687953	7756
59	66687959	6026
96	66687999	6157
80	66687983	6182
33	66687933	8207
78	66687980	6339
75	66687977	6394
89	66687992	6460
70	66687972	6678
84	66687987	6683
63	66687963	6745
85	66687988	6867
83	66687986	6900
92	66687995	7045
81	66687984	7061
72	66687974	7135
76	66687978	7591
77	66687979	7776
67	66687968	7897
98	66688001	8590
