Index	JobID	Memory_MB
0	66687894	713.41
1	66687895	674.34
2	66687896	746.10
3	66687897	748.82
4	66687898	797.71
5	66687899	712.08
7	66687901	759.43
8	66687902	683.63
9	66687903	894.84
10	66687904	752.10
11	66687905	812.87
13	66687907	792.41
14	66687908	702.98
15	66687909	783.01
16	66687910	752.25
17	66687911	779.54
18	66687912	887.31
19	66687913	700.88
20	66687914	714.01
21	66687915	686.61
22	66687916	825.52
23	66687917	731.77
24	66687918	781.96
25	66687919	891.22
26	66687920	707.90
27	66687921	656.91
29	66687923	785.85
33	66687927	689.16
34	66687928	703.51
35	66687929	874.93
36	66687930	706.07
37	66687931	714.10
38	66687932	736.21
39	66687933	728.69
40	66687934	751.93
41	66687935	788.89
42	66687936	659.54
43	66687937	897.25
44	66687938	884.54
45	66687939	882.98
46	66687940	839.28
47	66687941	734.27
48	66687942	698.98
49	66687943	760.34
50	66687944	737.36
51	66687945	863.71
52	66687946	669.99
53	66687947	689.55
54	66687948	702.22
55	66687949	755.99
56	66687950	772.12
57	66687951	717.20
58	66687952	724.87
59	66687953	693.40
60	66687954	741.21
61	66687955	698.73
62	66687956	872.98
63	66687957	773.86
64	66687958	889.07
65	66687959	639.10
66	66687960	662.52
67	66687961	653.56
68	66687962	751.61
69	66687963	691.09
71	66687965	670.99
72	66687966	682.20
73	66687967	672.69
74	66687968	685.28
76	66687970	675.02
77	66687971	750.10
78	66687972	756.65
79	66687973	695.75
80	66687974	700.67
81	66687975	632.91
82	66687976	653.13
83	66687977	681.87
84	66687978	726.89
85	66687979	657.67
86	66687980	649.08
88	66687982	665.82
89	66687983	656.53
90	66687984	696.59
91	66687985	684.02
92	66687986	640.39
93	66687987	678.53
94	66687988	784.42
95	66687989	788.51
96	66687990	687.06
97	66687991	728.56
98	66687992	823.58
99	66687993	762.63
100	66687994	764.24
101	66687995	733.52
102	66687996	720.79
103	66687997	775.81
104	66687998	876.65
105	66687999	704.78
106	66688000	786.81
107	66688001	697.59
108	66688002	720.61
