Index	JobID	Memory_MB
0	66674160	520.89
1	66674161	349.56
2	66674162	344.01
3	66674163	324.44
4	66674164	384.99
5	66674165	361.85
6	66674166	351.90
7	66674167	334.07
8	66674168	348.43
9	66674169	326.23
10	66674170	393.91
11	66674171	350.42
12	66674172	353.61
13	66674173	343.80
14	66674174	366.77
15	66674175	353.34
16	66674176	416.75
17	66674177	371.74
18	66674178	362.02
19	66674179	332.55
20	66674180	366.90
21	66674181	352.28
22	66674182	447.74
23	66674183	385.67
24	66674184	442.72
25	66674185	478.20
26	66674186	440.24
27	66674187	527.60
28	66674188	527.70
29	66674189	388.01
30	66674190	361.33
31	66674191	414.86
32	66674192	430.93
33	66674193	525.64
34	66674194	425.50
35	66674195	432.80
36	66674196	473.50
37	66674197	369.80
38	66674198	545.31
39	66674199	564.49
40	66674200	412.53
41	66674201	367.99
42	66674202	440.27
43	66674203	414.89
44	66674204	418.78
45	66674205	529.67
46	66674206	434.96
47	66674207	411.53
48	66674208	447.88
49	66674209	435.40
50	66674210	403.85
51	66674211	396.85
52	66674212	421.22
53	66674213	427.83
54	66674214	427.24
55	66674215	422.33
56	66674216	416.63
57	66674217	409.52
58	66674218	564.87
59	66674219	523.34
60	66674220	409.70
61	66674221	379.83
62	66674222	423.38
63	66674223	359.79
64	66674224	561.31
65	66674225	543.84
66	66674226	421.81
67	66674227	353.83
68	66674228	370.73
69	66674229	369.71
70	66674230	351.15
71	66674231	366.72
72	66674232	339.77
73	66674233	344.25
74	66674234	369.32
75	66674235	345.99
76	66674236	346.26
77	66674237	349.37
78	66674238	340.62
79	66674239	355.81
80	66674240	550.75
81	66674241	371.57
83	66674243	376.04
84	66674244	343.13
85	66674245	351.70
86	66674246	393.65
87	66674247	377.12
88	66674248	421.30
89	66674249	368.70
90	66674250	356.97
91	66674251	366.91
92	66674252	432.66
93	66674253	364.45
94	66674254	356.09
95	66674255	362.87
96	66674256	353.39
97	66674257	403.50
98	66674258	360.96
99	66674259	363.74
100	66674260	363.68
101	66674261	352.14
103	66674263	339.66
104	66674264	364.70
105	66674265	391.06
106	66674266	409.80
107	66674267	388.09
108	66674268	340.27
110	66674270	365.60
111	66674271	355.52
112	66674272	363.98
291	66674451	420.98
293	66674453	550.69
294	66674454	433.54
295	66674455	404.22
297	66674457	350.97
298	66674458	360.88
299	66674459	353.60
300	66674460	358.88
301	66674461	343.18
303	66674463	369.57
304	66674464	331.60
305	66674465	367.97
306	66674466	346.10
307	66674467	377.34
308	66674468	368.20
311	66674471	393.01
312	66674472	367.27
313	66674473	390.42
314	66674474	438.36
315	66674475	447.80
317	66674477	381.93
318	66674478	551.83
319	66674479	374.91
320	66674480	409.30
322	66674482	541.36
323	66674483	370.53
324	66674484	402.01
325	66674485	367.49
326	66674486	394.86
328	66674488	377.61
329	66674489	394.77
330	66674490	357.59
480	66674640	512.30
481	66674641	555.38
483	66674643	645.02
484	66674644	409.17
486	66674646	552.15
487	66674647	560.70
