Index	JobID	Runtime sec
61	66674173	6184
60	66674171	6603
59	66674169	6704
12	66673898	6907
80	66674212	7014
90	66674232	7112
40	66673929	7302
88	66674228	7496
42	66673931	7532
99	66674252	7786
58	66674167	8121
91	66674234	8124
39	66673928	8233
56	66674163	8365
92	66674236	8514
89	66674230	8650
93	66674238	8698
55	66674161	8913
25	66673912	8955
68	66674187	9004
30	66673918	9094
66	66674183	9085
79	66674209	9272
98	66674250	9308
50	66674153	9316
54	66674159	9390
11	66673897	9484
32	66673920	9511
62	66674176	9490
28	66673916	9533
67	66674185	9542
73	66674197	9612
44	66673933	9678
71	66674194	9663
85	66674221	9712
47	66673936	9790
5	66673891	9830
4	66673890	9833
43	66673932	9853
76	66674203	9851
33	66673921	9914
18	66673905	9938
3	66673889	10002
20	66673907	10006
87	66674226	9992
35	66673923	10025
81	66674214	10013
65	66674181	10017
69	66674189	10038
72	66674196	10053
14	66673900	10088
17	66673904	10091
6	66673892	10116
48	66673937	10140
83	66674217	10120
37	66673926	10146
97	66674248	10201
51	66674156	10244
23	66673910	10282
1	66673887	10305
74	66674200	10321
41	66673930	10380
9	66673895	10415
53	66674158	10422
70	66674191	10447
77	66674205	10445
96	66674246	10504
24	66673911	10557
84	66674219	10571
52	66674157	10599
86	66674223	10624
46	66673935	10646
22	66673909	10736
57	66674165	10713
29	66673917	10772
8	66673894	10775
26	66673913	10796
15	66673901	10851
10	66673896	10883
34	66673922	10907
13	66673899	10912
63	66674177	10889
94	66674241	10919
36	66673924	11038
38	66673927	11100
31	66673919	11111
75	66674201	11142
19	66673906	11196
45	66673934	11198
27	66673914	11301
82	66674215	11322
16	66673902	11365
0	66673886	11416
2	66673888	11612
78	66674207	11601
7	66673893	11629
95	66674244	11650
21	66673908	11771
64	66674179	12210
49	66673939	12379
