Index	JobID	FLRECO Runtime sec
52	66698929	3997
65	66698946	5034
66	66698947	5009
14	66698882	5380
42	66698917	5382
36	66698910	5254
51	66698928	5494
87	66698972	5624
91	66698977	5687
44	66698920	5853
98	66698985	5766
9	66698876	5938
32	66698905	6026
43	66698918	6046
19	66698889	5852
86	66698971	5941
97	66698984	5973
69	66698950	5821
8	66698875	6372
20	66698890	6214
41	66698916	6175
61	66698941	6209
94	66698981	6185
28	66698901	6078
85	66698970	6267
74	66698956	6387
39	66698914	6276
76	66698959	6325
71	66698953	6119
4	66698871	6477
31	66698904	6672
40	66698915	6516
90	66698976	6607
16	66698886	6612
95	66698982	6411
5	66698872	6575
7	66698874	6720
50	66698927	6889
22	66698893	6582
47	66698923	6900
68	66698949	6593
27	66698898	6675
34	66698908	6579
57	66698936	6647
1	66698867	6757
82	66698966	6849
24	66698895	6995
59	66698939	6779
58	66698937	6790
70	66698951	6811
33	66698907	6862
72	66698954	6828
67	66698948	6827
49	66698926	6952
6	66698873	6967
79	66698962	6894
26	66698897	6935
77	66698960	6936
88	66698974	7112
73	66698955	7078
17	66698887	7285
15	66698884	7150
10	66698878	7148
12	66698880	7159
3	66698869	7193
55	66698934	7196
56	66698935	7082
29	66698902	7125
89	66698975	7134
0	66698866	7186
21	66698891	7184
75	66698957	7114
11	66698879	7304
93	66698980	7203
96	66698983	7200
84	66698968	7186
38	66698913	7323
45	66698921	7281
83	66698967	7271
37	66698911	7277
62	66698942	7333
35	66698909	7382
46	66698922	7413
54	66698933	7415
81	66698964	7388
18	66698888	7539
13	66698881	7609
48	66698925	7765
30	66698903	7850
64	66698944	7969
60	66698940	7974
92	66698978	8051
63	66698943	7992
53	66698931	8194
23	66698894	8057
99	66698987	8264
80	66698963	8349
2	66698868	8639
25	66698896	8638
78	66698961	9061
