Index	JobID	Memory_MB
0	66698866	677.61
1	66698867	735.16
2	66698868	654.29
3	66698869	687.18
5	66698871	678.96
6	66698872	645.02
7	66698873	658.18
8	66698874	680.40
9	66698875	659.59
10	66698876	656.93
12	66698878	639.94
13	66698879	648.94
14	66698880	657.98
15	66698881	644.38
16	66698882	644.47
18	66698884	650.94
20	66698886	668.39
21	66698887	635.81
22	66698888	644.10
23	66698889	662.46
24	66698890	643.44
25	66698891	678.61
27	66698893	723.78
28	66698894	644.68
29	66698895	642.77
30	66698896	712.15
31	66698897	663.77
32	66698898	755.78
35	66698901	672.63
36	66698902	679.90
37	66698903	635.33
38	66698904	642.39
39	66698905	650.13
41	66698907	672.14
42	66698908	694.74
43	66698909	671.75
44	66698910	684.65
45	66698911	705.52
47	66698913	739.93
48	66698914	655.22
49	66698915	712.45
50	66698916	653.04
51	66698917	644.10
52	66698918	630.92
54	66698920	649.13
55	66698921	672.71
56	66698922	636.76
57	66698923	654.38
59	66698925	664.00
60	66698926	656.97
61	66698927	654.37
62	66698928	634.22
63	66698929	639.61
65	66698931	661.25
67	66698933	673.74
68	66698934	651.33
69	66698935	651.75
70	66698936	679.64
71	66698937	691.68
73	66698939	676.84
74	66698940	713.78
75	66698941	628.99
76	66698942	640.97
77	66698943	659.83
78	66698944	666.62
80	66698946	639.75
81	66698947	657.42
82	66698948	650.14
83	66698949	697.20
84	66698950	711.23
85	66698951	658.97
87	66698953	708.85
88	66698954	665.62
89	66698955	748.51
90	66698956	659.75
91	66698957	664.73
93	66698959	654.88
94	66698960	690.57
95	66698961	688.53
96	66698962	850.93
97	66698963	673.48
98	66698964	667.67
100	66698966	705.56
101	66698967	680.27
102	66698968	665.14
104	66698970	635.23
105	66698971	650.30
106	66698972	640.69
108	66698974	661.61
109	66698975	626.02
110	66698976	652.08
111	66698977	641.77
112	66698978	651.62
114	66698980	655.43
115	66698981	644.76
116	66698982	660.07
117	66698983	616.12
118	66698984	640.97
119	66698985	759.22
121	66698987	689.97
