100	224.994	        98.925	        17.696	        3.501
10000	433.998	        52.242	        846.170	        156.819
100000	404.586122	64.515066	9889.200	1282.780
150000	404.505135	65.615304	14914.200	2282.104
200000	537.592167	92.788366	20244.130	3179.017
250000	533.494757	72.569353	25769.570	3745.674
300000	553.427000	95.595831	30857.730	3913.507
50000	387.352	        49.081	        4258.783	2172.968
