Index	JobID	Runtime sec
7	66326371	6638
1	66326363	14759
94	66326468	14893
30	66326396	14996
67	66326437	15104
29	66326395	15281
0	66326362	16259
15	66326379	16577
11	66326375	16818
79	66326451	16869
28	66326393	17626
73	66326443	18289
72	66326442	18537
80	66326452	18544
27	66326392	18826
92	66326466	18852
53	66326422	19278
98	66326473	19428
91	66326465	19467
76	66326447	19493
31	66326397	19602
33	66326399	19610
3	66326365	19650
74	66326444	19682
63	66326432	19705
14	66326378	19723
86	66326459	19725
16	66326380	19767
12	66326376	19923
60	66326429	19926
71	66326441	19926
55	66326424	19995
66	66326436	20040
6	66326369	20048
83	66326455	20076
99	66326474	20171
68	66326438	20217
9	66326373	20292
84	66326457	20296
93	66326467	20317
87	66326461	20350
96	66326470	20459
82	66326454	20549
90	66326464	20608
59	66326428	20665
8	66326372	20670
2	66326364	20728
65	66326435	20752
78	66326449	20856
95	66326469	20869
70	66326440	20958
69	66326439	20974
97	66326471	20978
46	66326414	21002
75	66326446	21038
62	66326431	21054
4	66326367	21114
57	66326426	21180
17	66326381	21192
77	66326448	21181
64	66326434	21202
40	66326407	21222
45	66326413	21309
88	66326462	21319
89	66326463	21330
10	66326374	21412
85	66326458	21401
26	66326391	21461
19	66326384	21608
34	66326400	21680
23	66326388	21711
51	66326419	21744
13	66326377	21807
54	66326423	22044
38	66326404	22246
58	66326427	22369
61	66326430	22416
39	66326405	22502
18	66326383	22511
56	66326425	22520
52	66326421	22575
37	66326403	22762
44	66326411	22786
22	66326387	22887
42	66326409	22914
50	66326418	23046
36	66326402	23096
21	66326386	23322
32	66326398	23410
35	66326401	23460
48	66326416	23478
81	66326453	23529
25	66326390	23591
43	66326410	24060
24	66326389	24282
49	66326417	24381
41	66326408	24509
20	66326385	24557
47	66326415	25025
5	66326368	25562
