Index	JobID	Runtime sec
93	66301483	217
20	66301399	294
7	66301384	300
45	66301428	279
95	66301485	287
5	66301382	323
36	66301417	340
12	66301390	342
2	66301376	348
77	66301465	328
14	66301392	370
18	66301396	376
17	66301395	379
96	66301486	347
55	66301440	361
44	66301427	362
94	66301484	363
54	66301439	362
26	66301405	399
35	66301416	402
56	66301441	371
43	66301426	380
19	66301397	418
50	66301435	389
51	66301436	393
33	66301414	427
8	66301385	428
82	66301471	400
6	66301383	434
72	66301460	404
49	66301434	406
1	66301375	441
21	66301400	443
22	66301401	446
24	66301403	448
58	66301443	416
76	66301464	419
23	66301402	454
98	66301488	428
29	66301410	465
91	66301481	431
9	66301386	466
10	66301387	467
67	66301453	435
32	66301413	468
69	66301456	435
11	66301389	469
37	66301419	470
13	66301391	470
31	66301412	474
15	66301393	473
86	66301475	445
48	66301432	446
34	66301415	480
0	66301374	482
25	66301404	482
78	66301466	450
28	66301409	483
3	66301379	483
42	66301425	452
52	66301437	452
89	66301478	451
87	66301476	454
53	66301438	455
61	66301447	454
46	66301429	456
30	66301411	487
27	66301406	488
92	66301482	457
62	66301448	461
85	66301474	461
38	66301420	495
90	66301480	464
75	66301463	463
68	66301454	468
64	66301450	467
40	66301423	468
4	66301381	503
84	66301473	474
73	66301461	476
57	66301442	478
81	66301470	478
83	66301472	480
59	66301445	482
63	66301449	483
71	66301459	486
79	66301467	486
80	66301469	487
97	66301487	486
39	66301421	489
60	66301446	490
41	66301424	491
74	66301462	491
99	66301490	502
16	66301394	538
66	66301452	513
47	66301431	516
70	66301457	516
88	66301477	525
65	66301451	543
