Index	JobID	FLRECO Runtime sec
18	66688666	8150
46	66688695	9115
59	66688710	9982
97	66688766	9546
12	66688657	10116
63	66688715	10325
69	66688723	10386
11	66688656	10426
66	66688719	10454
51	66688701	10637
13	66688659	11251
39	66688687	11186
5	66688650	11303
58	66688709	11416
16	66688664	11987
55	66688706	11749
98	66688767	12064
64	66688716	12476
68	66688722	12228
45	66688694	12153
38	66688686	12417
0	66688644	12651
87	66688752	12898
50	66688700	12388
53	66688704	12508
83	66688747	12600
48	66688697	12534
52	66688702	12982
79	66688743	12749
96	66688765	13139
36	66688684	12428
37	66688685	12778
57	66688708	12844
75	66688738	12919
2	66688646	12673
33	66688681	12885
43	66688692	12940
85	66688750	12569
41	66688689	13091
32	66688680	13067
49	66688698	13128
56	66688707	13080
30	66688678	13294
61	66688712	13610
31	66688679	13150
1	66688645	13230
95	66688764	13815
82	66688746	13448
94	66688763	13621
35	66688683	13309
71	66688725	13308
86	66688751	13600
47	66688696	13593
42	66688691	13314
14	66688662	14135
93	66688761	13528
67	66688721	14032
74	66688733	13911
17	66688665	14199
62	66688714	14237
20	66688668	14075
3	66688648	14487
70	66688724	14057
54	66688705	14048
7	66688652	14202
80	66688744	14247
77	66688740	14763
90	66688757	14227
26	66688674	13965
81	66688745	14529
9	66688654	14460
72	66688727	15385
22	66688670	14570
29	66688677	14964
40	66688688	14946
8	66688653	14911
92	66688760	15013
84	66688749	15157
21	66688669	15086
19	66688667	14962
44	66688693	15279
34	66688682	15251
10	66688655	15294
27	66688675	15354
25	66688673	15640
91	66688758	15749
76	66688739	15796
28	66688676	15790
88	66688754	15849
6	66688651	15993
78	66688742	16174
24	66688672	16246
73	66688730	16283
89	66688756	16425
99	66688768	14747
15	66688663	12057
60	66688711	12302
23	66688671	17934
65	66688717	12406
4	66688649	14001
