Index	JobID	Memory_MB
0	66688644	1464.32
1	66688645	1474.56
2	66688646	1495.04
4	66688648	1382.4
5	66688649	1341.44
6	66688650	1413.12
7	66688651	1392.64
8	66688652	1474.56
9	66688653	1433.6
10	66688654	1423.36
11	66688655	1423.36
12	66688656	1372.16
13	66688657	1351.68
15	66688659	1382.4
18	66688662	1402.88
19	66688663	1454.08
20	66688664	1402.88
21	66688665	1402.88
22	66688666	1495.04
23	66688667	1454.08
24	66688668	1423.36
25	66688669	1474.56
26	66688670	1423.36
27	66688671	1505.28
28	66688672	1464.32
29	66688673	1433.6
30	66688674	1433.6
31	66688675	1413.12
32	66688676	1331.2
33	66688677	1402.88
34	66688678	1433.6
35	66688679	1433.6
36	66688680	1515.52
37	66688681	1495.04
38	66688682	1495.04
39	66688683	1505.28
40	66688684	1525.76
41	66688685	1382.4
42	66688686	1515.52
43	66688687	1331.2
44	66688688	1505.28
45	66688689	1454.08
47	66688691	1536
48	66688692	1607.68
49	66688693	1556.48
50	66688694	1464.32
51	66688695	1484.8
52	66688696	1433.6
53	66688697	1587.2
54	66688698	1525.76
56	66688700	1464.32
57	66688701	1402.88
58	66688702	1454.08
60	66688704	1433.6
61	66688705	1402.88
62	66688706	1433.6
63	66688707	1443.84
64	66688708	1484.8
65	66688709	1341.44
66	66688710	1361.92
67	66688711	1495.04
68	66688712	1361.92
70	66688714	1402.88
71	66688715	1413.12
72	66688716	1423.36
73	66688717	1269.76
75	66688719	1433.6
77	66688721	1341.44
78	66688722	1300.48
79	66688723	1402.88
80	66688724	1351.68
81	66688725	1402.88
83	66688727	1361.92
86	66688730	1402.88
89	66688733	1433.6
94	66688738	1423.36
95	66688739	1413.12
96	66688740	1392.64
98	66688742	1413.12
99	66688743	1392.64
100	66688744	1413.12
101	66688745	1392.64
102	66688746	1423.36
103	66688747	1443.84
105	66688749	1454.08
106	66688750	1402.88
107	66688751	1505.28
108	66688752	1474.56
110	66688754	1423.36
112	66688756	1423.36
113	66688757	1382.4
114	66688758	1413.12
116	66688760	1454.08
117	66688761	1443.84
119	66688763	1423.36
120	66688764	1433.6
121	66688765	1372.16
122	66688766	1361.92
123	66688767	1320.96
124	66688768	1525.76
