Index	JobID	Runtime sec
18	66688666	9033
46	66688695	10372
59	66688710	10920
97	66688766	10944
12	66688657	11100
63	66688715	11296
69	66688723	11423
11	66688656	11819
66	66688719	11858
51	66688701	12020
13	66688659	12415
39	66688687	12474
5	66688650	12650
58	66688709	12812
16	66688664	13371
55	66688706	13449
98	66688767	13473
64	66688716	13524
68	66688722	13674
45	66688694	13921
38	66688686	13946
0	66688644	14148
87	66688752	14159
50	66688700	14192
53	66688704	14347
83	66688747	14366
48	66688697	14380
52	66688702	14383
79	66688743	14445
96	66688765	14522
36	66688684	14529
37	66688685	14587
57	66688708	14697
75	66688738	14737
2	66688646	14744
33	66688681	14747
43	66688692	14795
85	66688750	14852
41	66688689	14909
32	66688680	14918
49	66688698	14924
56	66688707	14975
30	66688678	14992
61	66688712	15021
31	66688679	15022
1	66688645	15064
95	66688764	15265
82	66688746	15314
94	66688763	15387
35	66688683	15411
71	66688725	15457
86	66688751	15464
47	66688696	15472
42	66688691	15514
14	66688662	15561
93	66688761	15579
67	66688721	15595
74	66688733	15680
17	66688665	15766
62	66688714	15772
20	66688668	15830
3	66688648	15884
70	66688724	15981
54	66688705	15993
7	66688652	16037
80	66688744	16059
77	66688740	16177
90	66688757	16226
26	66688674	16336
81	66688745	16387
9	66688654	16412
72	66688727	16489
22	66688670	16522
29	66688677	16670
40	66688688	16707
8	66688653	16726
92	66688760	16876
84	66688749	16979
21	66688669	17022
19	66688667	17059
44	66688693	17149
34	66688682	17314
10	66688655	17332
27	66688675	17394
25	66688673	17569
91	66688758	17622
76	66688739	17719
28	66688676	17770
88	66688754	17775
6	66688651	17786
78	66688742	18036
24	66688672	18171
73	66688730	18261
89	66688756	18354
99	66688768	16598
15	66688663	13600
60	66688711	14076
23	66688671	19972
65	66688717	14147
4	66688649	15638
