Index	JobID	FLSIMU Runtime sec
83	66693380	1136
17	66693309	1233
48	66693344	1572
79	66693376	1266
61	66693358	1807
82	66693379	1256
77	66693374	1075
56	66693352	1584
14	66693305	1362
36	66693332	1909
1	66693290	2106
43	66693339	1388
58	66693354	1530
2	66693291	2125
54	66693350	2076
71	66693368	1914
29	66693324	2106
30	66693326	1946
21	66693314	2099
99	66693396	1131
46	66693342	2182
5	66693295	2145
59	66693355	2108
87	66693384	2088
72	66693369	1627
20	66693312	1934
18	66693310	2089
40	66693336	1768
38	66693334	1766
39	66693335	1619
80	66693377	1819
7	66693297	1885
53	66693349	2072
8	66693298	1873
24	66693319	2209
3	66693292	2125
63	66693360	2140
94	66693391	1646
32	66693328	2173
49	66693345	1994
23	66693317	2023
37	66693333	2081
9	66693299	2150
60	66693357	2222
28	66693323	2085
22	66693315	2138
6	66693296	2236
27	66693322	2221
69	66693366	1473
4	66693293	2249
15	66693306	1479
0	66693289	2273
62	66693359	2230
73	66693370	2249
50	66693346	2207
75	66693372	2101
34	66693330	2228
10	66693300	2248
55	66693351	2245
35	66693331	2608
33	66693329	2494
26	66693321	2160
95	66693392	2251
66	66693363	1653
11	66693302	2250
52	66693348	2164
70	66693367	1999
45	66693341	2224
65	66693362	2154
78	66693375	1661
44	66693340	2219
19	66693311	2232
51	66693347	2770
57	66693353	2590
85	66693382	1708
86	66693383	1845
96	66693393	2037
81	66693378	2152
90	66693387	1841
93	66693390	2259
13	66693304	2116
88	66693385	2322
41	66693337	1650
97	66693394	2127
25	66693320	2317
12	66693303	2245
16	66693308	2231
92	66693389	2654
42	66693338	2308
64	66693361	2102
89	66693386	2283
91	66693388	2217
98	66693395	2215
74	66693371	2717
31	66693327	2448
68	66693365	2640
84	66693381	2349
76	66693373	2429
67	66693364	2323
47	66693343	2578
