Index	JobID	FLRECO Runtime sec
71	66596265	13157
39	66596228	13568
45	66596234	13616
16	66596199	14118
85	66596281	14304
38	66596226	15473
37	66596225	16067
50	66596241	16211
60	66596252	16220
30	66596217	16274
68	66596262	16286
86	66596282	16576
96	66596294	16617
13	66596195	17021
48	66596237	16792
9	66596191	16880
62	66596254	17095
83	66596279	17795
51	66596242	17469
57	66596249	17427
65	66596258	17588
11	66596193	18384
14	66596197	18400
79	66596275	18439
63	66596255	18350
53	66596244	18693
5	66596186	18686
98	66596297	18486
84	66596280	19302
17	66596200	19758
22	66596207	19213
70	66596264	20013
92	66596290	20124
72	66596266	19988
82	66596278	20957
12	66596194	20942
94	66596292	21259
73	66596267	20767
54	66596245	21337
1	66596181	21094
97	66596295	20940
59	66596251	21418
69	66596263	21548
64	66596257	21275
34	66596221	22153
89	66596287	21152
24	66596209	21683
93	66596291	21702
76	66596272	21745
81	66596277	22065
77	66596273	21779
67	66596261	22125
8	66596190	22341
25	66596211	22348
44	66596233	22252
2	66596183	22409
20	66596205	22310
75	66596269	22352
49	66596239	22542
31	66596218	23110
55	66596246	23666
95	66596293	23064
88	66596285	22751
61	66596253	22853
87	66596283	22875
80	66596276	23272
23	66596208	23355
19	66596204	23422
29	66596216	23093
4	66596185	23238
90	66596288	23450
7	66596189	23528
47	66596236	24232
58	66596250	23659
78	66596274	23841
99	66596299	23346
43	66596232	23802
41	66596230	23805
10	66596192	23895
28	66596215	23897
46	66596235	24111
36	66596223	24109
42	66596231	24353
91	66596289	25352
32	66596219	24562
3	66596184	24759
27	66596213	24637
52	66596243	24467
56	66596247	25509
6	66596187	25183
35	66596222	25107
33	66596220	25379
15	66596198	25479
0	66596179	25413
21	66596206	25190
74	66596268	26126
40	66596229	25984
18	66596202	25911
26	66596212	26032
66	66596260	27317
