Index	JobID	Memory MB
71	66596265	453.62
39	66596228	628.92
45	66596234	455.74
16	66596199	453.21
85	66596281	522.56
38	66596226	458.59
37	66596225	478.46
50	66596241	514.66
60	66596252	477.45
30	66596217	610.13
68	66596262	488.45
86	66596282	629.85
96	66596294	444.13
13	66596195	527.19
48	66596237	478.17
9	66596191	533.00
62	66596254	598.79
83	66596279	456.01
51	66596242	457.44
57	66596249	489.26
65	66596258	489.71
11	66596193	462.57
14	66596197	629.03
79	66596275	470.18
63	66596255	540.59
53	66596244	442.09
5	66596186	478.45
98	66596297	596.83
84	66596280	629.60
17	66596200	450.97
22	66596207	489.21
70	66596264	455.57
92	66596290	625.45
72	66596266	483.96
82	66596278	627.77
12	66596194	487.82
94	66596292	626.49
73	66596267	516.19
54	66596245	486.65
1	66596181	501.36
97	66596295	590.44
59	66596251	502.40
69	66596263	628.48
64	66596257	596.15
34	66596221	489.13
89	66596287	524.42
24	66596209	604.40
93	66596291	581.31
76	66596272	508.37
81	66596277	591.70
77	66596273	477.58
67	66596261	488.14
8	66596190	598.79
25	66596211	524.39
44	66596233	630.33
2	66596183	477.55
20	66596205	490.34
75	66596269	490.26
49	66596239	487.05
31	66596218	487.22
55	66596246	512.00
95	66596293	596.30
88	66596285	493.34
61	66596253	491.70
87	66596283	600.18
80	66596276	512.30
23	66596208	631.00
19	66596204	488.35
29	66596216	479.41
4	66596185	627.00
90	66596288	628.59
7	66596189	527.02
47	66596236	523.97
58	66596250	627.98
78	66596274	490.49
99	66596299	507.70
43	66596232	490.07
41	66596230	488.55
10	66596192	474.82
28	66596215	487.83
46	66596235	512.11
36	66596223	587.57
42	66596231	492.35
91	66596289	627.18
32	66596219	476.45
3	66596184	487.12
27	66596213	624.62
52	66596243	469.81
56	66596247	599.85
6	66596187	594.49
35	66596222	600.68
33	66596220	590.17
15	66596198	626.50
0	66596179	625.13
21	66596206	485.87
74	66596268	573.17
40	66596229	602.89
18	66596202	628.02
26	66596212	501.27
66	66596260	629.40
