Index	JobID	FLRECO Runtime sec
30	66600952	21517
98	66601052	21594
8	66600924	21955
78	66601024	22309
33	66600955	22615
50	66600977	23327
51	66600978	22916
39	66600963	24253
63	66600993	24274
49	66600975	24281
4	66600919	24643
52	66600980	24602
26	66600946	24901
66	66601009	26170
38	66600961	25911
57	66600986	25693
74	66601018	26766
69	66601012	26613
32	66600954	26434
77	66601023	27234
67	66601010	27444
13	66600930	27071
12	66600929	26955
68	66601011	27300
91	66601044	27822
93	66601046	27735
92	66601045	28603
72	66601015	28660
64	66600996	28166
20	66600939	28694
7	66600923	29215
89	66601040	28565
47	66600973	29021
2	66600916	28547
35	66600958	28811
59	66600988	28851
25	66600945	29247
84	66601031	28798
48	66600974	29859
37	66600960	29226
36	66600959	29113
75	66601019	29354
97	66601050	28901
31	66600953	29453
58	66600987	29233
15	66600932	29414
3	66600918	29506
80	66601026	29502
90	66601043	29712
10	66600927	29706
23	66600943	29983
96	66601049	30006
87	66601035	29994
46	66600972	30276
53	66600981	30227
11	66600928	29869
29	66600950	30769
16	66600933	30482
85	66601032	30415
88	66601036	31110
83	66601029	30575
34	66600956	30531
62	66600992	30621
55	66600983	31015
95	66601048	31338
1	66600915	31207
28	66600948	31417
19	66600937	31483
94	66601047	31945
86	66601033	31493
5	66600920	31670
9	66600925	31652
73	66601017	31816
81	66601027	31665
24	66600944	31448
27	66600947	31644
42	66600967	31389
65	66601006	31629
21	66600941	31573
99	66601053	32316
40	66600965	32488
76	66601021	32456
82	66601028	32638
18	66600936	32769
79	66601025	32655
17	66600935	32836
45	66600970	33128
22	66600942	33149
71	66601014	33339
14	66600931	33534
6	66600922	33528
54	66600982	33501
43	66600968	34110
60	66600989	33991
70	66601013	33999
56	66600984	34278
41	66600966	34348
0	66600914	34583
61	66600991	36069
44	66600969	37636
