Index	JobID	Memory MB
5	66843297	224.05
14	66843306	140.17
20	66843312	163.40
10	66843302	136.80
32	66843324	154.13
36	66843328	346.44
4	66843296	129.71
11	66843303	133.64
12	66843304	160.25
16	66843308	139.47
24	66843316	161.89
2	66843294	222.72
6	66843298	136.61
26	66843318	135.14
27	66843319	134.81
25	66843317	131.10
7	66843299	139.10
13	66843305	161.86
0	66843292	332.65
9	66843301	240.67
8	66843300	58.36
30	66843322	184.02
3	66843295	39.87
23	66843315	153.49
62	66843363	1.17
18	66843310	181.67
46	66843341	189.51
19	66843311	284.94
44	66843338	173.86
34	66843326	230.33
37	66843329	144.78
48	66843343	339.06
22	66843314	172.23
1	66843293	280.39
33	66843325	233.74
40	66843332	143.70
35	66843327	104.36
68	66843372	1.25
28	66843320	304.64
47	66843342	233.90
58	66843357	242.35
17	66843309	332.60
42	66843335	172.41
43	66843336	171.96
31	66843323	86.11
45	66843339	295.34
41	66843334	93.65
21	66843313	332.72
51	66843347	337.44
39	66843331	288.49
60	66843360	266.73
61	66843361	294.42
76	66843383	239.21
63	66843365	143.46
52	66843349	6.74
59	66843359	251.33
72	66843377	319.01
77	66843384	337.99
64	66843366	331.36
65	66843368	230.50
53	66843350	185.16
49	66843345	285.02
71	66843376	334.44
99	66843407	341.83
38	66843330	308.58
67	66843371	266.90
56	66843354	298.73
92	66843400	343.19
57	66843356	327.21
81	66843389	341.14
82	66843390	336.47
75	66843382	228.66
73	66843379	305.77
90	66843398	225.63
15	66843307	205.16
87	66843395	275.74
69	66843373	338.89
66	66843369	149.74
70	66843375	333.51
79	66843387	300.58
83	66843391	321.01
78	66843386	93.02
50	66843346	374.44
80	66843388	288.81
88	66843396	280.90
84	66843392	259.14
89	66843397	23.45
94	66843402	273.21
93	66843401	287.10
91	66843399	266.61
98	66843406	289.87
95	66843403	3.59
97	66843405	36.54
74	66843380	348.48
86	66843394	338.62
85	66843393	350.66
29	66843321	373.46
96	66843404	354.42
