Index	JobID	Runtime sec
66	66182072	144
27	66182033	148
12	66182018	150
67	66182073	151
42	66182048	149
5	66182011	156
92	66182098	170
50	66182056	174
93	66182099	174
24	66182030	179
43	66182049	189
10	66182016	186
68	66182074	192
28	66182034	193
46	66182052	191
94	66182100	197
11	66182017	196
64	66182070	196
73	66182079	203
1	66182007	254
65	66182071	217
47	66182053	221
20	66182026	222
2	66182008	260
86	66182092	233
75	66182081	234
41	66182047	234
33	66182039	234
61	66182067	235
13	66182019	235
91	66182097	238
90	66182096	241
59	66182065	250
76	66182082	250
70	66182076	249
88	66182094	253
84	66182090	254
99	66182105	253
51	66182057	257
87	66182093	258
55	66182061	258
38	66182044	258
77	66182083	260
37	66182043	259
60	66182066	258
34	66182040	260
71	66182077	26283	66182089	260
17	66182023	265
30	66182036	263
49	66182055	262
54	66182060	263
82	66182088	267
32	66182038	264
40	66182046	267
23	66182029	267
39	66182045	265
8	66182014	269
79	66182085	268
58	66182064	268
35	66182041	267
57	66182063	268
78	66182084	272
81	66182087	270
18	66182024	271
52	66182058	272
14	66182020	270
36	66182042	273
97	66182103	273
63	66182069	272
62	66182068	272
9	66182015	276
19	66182025	273
74	66182080	272
6	66182012	273
22	66182028	276
29	66182035	274
16	66182022	276
69	66182075	279
26	66182032	280
96	66182102	282
98	66182104	283
44	66182050	288
25	66182031	284
56	66182062	286
85	66182091	290
89	66182095	301
3	66182009	340
95	66182101	359
15	66182021	357
7	66182013	378
0	66182006	417
48	66182054	379
80	66182086	382
53	66182059	382
72	66182078	392
31	66182037	394
