Index	JobID	FLSIMU Runtime sec
52	66688083	436
56	66688088	547
40	66688066	561
35	66688059	743
66	66688099	744
25	66688047	616
30	66688053	836
19	66688040	527
57	66688089	683
48	66688076	547
24	66688046	731
2	66688018	651
91	66688132	727
92	66688134	747
31	66688054	1044
21	66688042	816
53	66688084	808
42	66688068	703
87	66688127	814
89	66688130	815
20	66688041	564
47	66688075	832
16	66688035	774
46	66688073	792
68	66688102	772
3	66688019	807
49	66688077	827
5	66688022	881
63	66688096	928
59	66688091	902
94	66688136	763
6	66688023	861
37	66688061	1070
22	66688044	864
38	66688062	830
27	66688049	1117
1	66688017	802
26	66688048	823
73	66688108	1103
29	66688052	1271
36	66688060	1058
4	66688020	931
61	66688093	869
72	66688107	1099
67	66688100	1117
0	66688016	1112
95	66688137	1056
81	66688119	1030
75	66688110	1098
77	66688114	812
43	66688069	1060
32	66688055	966
18	66688039	812
98	66688141	1117
55	66688086	1102
71	66688106	1087
54	66688085	1105
64	66688097	839
93	66688135	852
45	66688072	919
74	66688109	1139
99	66688142	1124
23	66688045	864
28	66688051	1104
69	66688103	1123
65	66688098	901
70	66688105	1099
11	66688029	1053
80	66688118	1033
86	66688125	1011
90	66688131	946
44	66688070	1158
97	66688139	1065
13	66688032	939
84	66688123	1130
41	66688067	961
96	66688138	1115
14	66688033	1165
85	66688124	1134
78	66688116	1217
15	66688034	1117
12	66688031	998
60	66688092	1059
7	66688024	1001
83	66688122	1175
10	66688028	1150
8	66688025	1147
79	66688117	1151
9	66688027	1217
34	66688058	1369
58	66688090	1128
88	66688129	1116
82	66688121	1231
17	66688037	1155
76	66688112	1138
62	66688095	1093
33	66688056	1430
39	66688064	788
50	66688079	1098
51	66688082	1130
