Index	JobID	FLRECO Runtime sec
52	66688083	4272
56	66688088	5387
40	66688066	5577
35	66688059	5451
66	66688099	5508
25	66688047	5910
30	66688053	5723
19	66688040	6359
57	66688089	6156
48	66688076	6468
24	66688046	6330
2	66688018	6413
91	66688132	6283
92	66688134	6300
31	66688054	6137
21	66688042	6536
53	66688084	6550
42	66688068	6718
87	66688127	6601
89	66688130	6643
20	66688041	7017
47	66688075	6860
16	66688035	7214
46	66688073	7202
68	66688102	7146
3	66688019	7215
49	66688077	7229
5	66688022	7274
63	66688096	7165
59	66688091	7212
94	66688136	7302
6	66688023	7344
37	66688061	7125
22	66688044	7374
38	66688062	7407
27	66688049	7252
1	66688017	7585
26	66688048	7581
73	66688108	7237
29	66688052	7226
36	66688060	7544
4	66688020	7697
61	66688093	7683
72	66688107	7454
67	66688100	7449
0	66688016	7573
95	66688137	7498
81	66688119	7573
75	66688110	7513
77	66688114	7799
43	66688069	7648
32	66688055	7778
18	66688039	7952
98	66688141	7530
55	66688086	7658
71	66688106	7685
54	66688085	7720
64	66688097	7989
93	66688135	8018
45	66688072	8093
74	66688109	7804
99	66688142	7827
23	66688045	8237
28	66688051	8022
69	66688103	7944
65	66688098	8260
70	66688105	8072
11	66688029	8236
80	66688118	8179
86	66688125	8221
90	66688131	8368
44	66688070	8342
97	66688139	8342
13	66688032	8607
84	66688123	8399
41	66688067	8694
96	66688138	8433
14	66688033	8658
85	66688124	8605
78	66688116	8563
15	66688034	8825
12	66688031	9115
60	66688092	9010
7	66688024	9245
83	66688122	8983
10	66688028	9197
8	66688025	9294
79	66688117	9203
9	66688027	9434
34	66688058	9446
58	66688090	9641
88	66688129	7298
82	66688121	9895
17	66688037	10160
76	66688112	7902
62	66688095	8077
33	66688056	10566
39	66688064	7876
50	66688079	8470
51	66688082	8980
