Index	JobID	Memory_MB
0	66688016	989.46
1	66688017	899.63
2	66688018	878.29
3	66688019	920.44
4	66688020	917.77
6	66688022	913.24
7	66688023	911.29
8	66688024	951.59
9	66688025	911.61
11	66688027	930.66
12	66688028	977.68
13	66688029	962.72
15	66688031	924.62
16	66688032	929.93
17	66688033	918.13
18	66688034	920.62
19	66688035	895.85
21	66688037	927.89
23	66688039	768.14
24	66688040	918.52
25	66688041	871.26
26	66688042	884.42
28	66688044	900.59
29	66688045	887.08
30	66688046	848.90
31	66688047	910.97
32	66688048	946.04
33	66688049	972.76
35	66688051	999.93
36	66688052	964.30
37	66688053	934.65
38	66688054	957.88
39	66688055	887.08
40	66688056	938.04
42	66688058	951.90
43	66688059	976.60
44	66688060	924.21
45	66688061	1126.4
46	66688062	907.37
48	66688064	924.75
50	66688066	889.06
51	66688067	954.84
52	66688068	972.85
53	66688069	879.12
54	66688070	889.76
56	66688072	934.00
57	66688073	876.21
59	66688075	886.39
60	66688076	889.70
61	66688077	861.13
63	66688079	928.74
66	66688082	923.70
67	66688083	906.77
68	66688084	904.27
69	66688085	948.94
70	66688086	962.92
72	66688088	905.77
73	66688089	896.42
74	66688090	935.21
75	66688091	971.77
76	66688092	873.07
77	66688093	919.22
79	66688095	1019.45
80	66688096	900.47
81	66688097	929.70
82	66688098	941.70
83	66688099	1095.68
84	66688100	997.33
86	66688102	950.26
87	66688103	971.00
89	66688105	963.44
90	66688106	985.40
91	66688107	951.77
92	66688108	1024
93	66688109	985.77
94	66688110	986.87
96	66688112	1004.78
98	66688114	873.17
100	66688116	904.62
101	66688117	961.34
102	66688118	889.50
103	66688119	960.91
105	66688121	924.65
106	66688122	946.88
107	66688123	995.98
108	66688124	1105.92
109	66688125	966.42
111	66688127	835.72
113	66688129	957.27
114	66688130	914.16
115	66688131	882.25
116	66688132	908.47
118	66688134	944.03
119	66688135	935.52
120	66688136	990.08
121	66688137	925.14
122	66688138	1022.46
123	66688139	1004.32
125	66688141	983.46
126	66688142	990.53
