Index	JobID	Memory MB
68	66597342	678.20
73	66597348	657.31
41	66597310	622.93
54	66597325	665.83
42	66597311	658.38
70	66597344	771.26
80	66597356	579.58
67	66597340	657.07
74	66597349	640.57
57	66597329	668.05
43	66597312	595.55
9	66597272	662.97
94	66597372	772.16
5	66597267	667.99
32	66597298	667.16
71	66597345	772.14
76	66597351	653.02
98	66597377	665.80
61	66597334	654.48
81	66597357	770.92
77	66597352	602.95
69	66597343	770.93
84	66597360	666.45
75	66597350	624.54
39	66597308	626.88
88	66597365	665.51
33	66597300	618.36
21	66597286	597.42
99	66597378	667.67
87	66597364	669.23
93	66597371	665.29
72	66597346	658.68
91	66597369	620.70
38	66597307	601.50
18	66597282	585.59
11	66597274	668.02
27	66597293	666.41
22	66597287	653.82
52	66597323	597.64
3	66597265	585.35
49	66597320	583.64
64	66597337	771.77
35	66597304	664.46
66	66597339	668.84
30	66597296	664.83
26	66597292	577.67
23	66597288	658.29
28	66597294	768.74
58	66597330	663.35
17	66597281	621.41
16	66597280	661.49
40	66597309	590.49
37	66597306	583.94
45	66597315	656.06
0	66597261	772.60
24	66597289	741.92
46	66597317	710.19
63	66597336	771.60
25	66597291	669.21
82	66597358	771.65
89	66597367	565.39
44	66597313	562.50
47	66597318	665.71
59	66597331	671.06
79	66597355	625.00
36	66597305	609.67
12	66597275	668.85
10	66597273	602.10
13	66597277	661.06
14	66597278	662.00
31	66597297	666.42
90	66597368	670.94
92	66597370	605.31
50	66597321	589.20
8	66597271	667.67
95	66597373	628.52
85	66597361	773.42
6	66597268	657.38
19	66597283	773.58
51	66597322	669.82
97	66597375	660.49
55	66597326	595.56
20	66597285	774.00
15	66597279	600.25
48	66597319	654.71
53	66597324	652.49
78	66597353	573.11
7	66597270	654.23
65	66597338	670.39
1	66597262	667.21
60	66597332	668.59
29	66597295	562.66
4	66597266	619.43
86	66597363	651.62
2	66597264	599.19
83	66597359	667.99
34	66597301	645.04
62	66597335	585.40
96	66597374	594.07
56	66597327	588.24
