Index	JobID	Memory_MB
0	66699208	1177.6
3	66699211	1105.92
5	66699213	1095.68
7	66699215	1116.16
9	66699217	1116.16
11	66699219	1095.68
13	66699221	1126.4
15	66699223	1003.79
17	66699225	1105.92
19	66699227	1095.68
21	66699229	1085.44
23	66699231	1116.16
25	66699233	1320.96
26	66699234	1010.50
27	66699235	1054.72
28	66699236	1002.57
29	66699237	1146.88
32	66699240	1157.12
34	66699242	1064.96
38	66699246	1116.16
40	66699248	1105.92
41	66699249	980.08
42	66699250	1146.88
45	66699253	1157.12
48	66699256	1075.2
50	66699258	1167.36
51	66699259	1146.88
53	66699261	1105.92
55	66699263	1006.74
58	66699266	1085.44
61	66699269	1105.92
62	66699270	1095.68
63	66699271	1022.33
64	66699272	1105.92
68	66699276	1116.16
70	66699278	1136.64
72	66699280	1126.4
75	66699283	1095.68
76	66699284	1116.16
78	66699286	1126.4
79	66699287	1157.12
81	66699289	1136.64
83	66699291	1146.88
84	66699292	1136.64
86	66699294	1126.4
88	66699296	1136.64
90	66699298	1136.64
92	66699300	1167.36
93	66699301	1310.72
94	66699302	1146.88
96	66699304	1198.08
97	66699305	1218.56
100	66699308	1126.4
104	66699312	1177.6
109	66699317	1146.88
113	66699321	1136.64
114	66699322	1105.92
116	66699324	1105.92
118	66699326	1105.92
119	66699327	1085.44
120	66699328	1054.72
121	66699329	1085.44
122	66699330	1105.92
124	66699332	1095.68
125	66699333	1116.16
126	66699334	1105.92
127	66699335	1136.64
128	66699336	1116.16
130	66699338	1136.64
131	66699339	1146.88
132	66699340	1136.64
134	66699342	1126.4
137	66699345	1075.2
139	66699347	1116.16
140	66699348	1075.2
141	66699349	1105.92
142	66699350	1095.68
143	66699351	1116.16
144	66699352	1146.88
146	66699354	1157.12
147	66699355	1167.36
148	66699356	1146.88
149	66699357	1157.12
150	66699358	1095.68
152	66699360	1136.64
153	66699361	1054.72
155	66699363	1136.64
157	66699365	1136.64
159	66699367	1136.64
162	66699370	1105.92
165	66699373	1095.68
168	66699376	1146.88
171	66699379	1146.88
175	66699383	1116.16
177	66699385	1146.88
179	66699387	1105.92
181	66699389	1126.4
183	66699391	1116.16
185	66699393	1116.16
188	66699396	1269.76
190	66699398	1167.36
192	66699400	1075.2
194	66699402	1116.16
196	66699404	1167.36
198	66699406	1177.6
201	66699409	1126.4
203	66699411	1157.12
