Index	JobID	FLSIMU Runtime sec
67	66699348	799
56	66699332	762
8	66699227	769
10	66699231	1380
7	66699225	1018
91	66699393	900
2	66699213	867
65	66699345	1170
53	66699328	1432
64	66699342	894
22	66699261	1310
48	66699321	1288
19	66699253	1882
84	66699376	1826
50	66699324	1518
14	66699240	1763
51	66699326	1349
9	66699229	1309
98	66699409	2118
46	66699312	1846
78	66699361	1266
85	66699379	2072
88	66699387	1624
32	66699286	1449
5	66699219	1187
47	66699317	1811
69	66699350	1417
61	66699338	1739
28	66699278	1857
45	66699308	1829
55	66699330	1390
82	66699370	1400
68	66699349	882
66	66699347	1381
38	66699296	1402
70	66699351	1420
27	66699276	1448
17	66699248	1477
12	66699235	1810
33	66699287	1430
52	66699327	1479
16	66699246	2048
20	66699256	1769
71	66699352	1748
92	66699396	1576
54	66699329	1556
81	66699367	1715
13	66699237	1809
0	66699208	1751
76	66699358	1685
36	66699292	1751
24	66699269	1809
41	66699301	1813
62	66699339	1739
49	66699322	1694
74	66699356	1710
1	66699211	2015
31	66699284	1795
34	66699289	1875
95	66699402	1537
44	66699305	1856
57	66699333	1866
6	66699221	1870
73	66699355	1909
86	66699383	1822
93	66699398	1883
60	66699336	1121
90	66699391	1891
97	66699406	1880
80	66699365	1860
23	66699266	1893
3	66699215	1914
94	66699400	1909
79	66699363	1864
96	66699404	1883
43	66699304	1815
15	66699242	1989
75	66699357	1852
18	66699250	1909
89	66699389	1939
29	66699280	2026
37	66699294	1868
25	66699270	1922
40	66699300	1911
59	66699335	2501
58	66699334	1340
72	66699354	2138
35	66699291	1934
83	66699373	1889
87	66699385	2148
39	66699298	2039
99	66699411	1852
11	66699233	1919
42	66699302	1854
21	66699258	1937
4	66699217	2081
77	66699360	1880
30	66699283	1992
63	66699340	2006
26	66699272	1961
