Index	JobID	FLRECO Runtime sec
67	66699348	7832
56	66699332	8201
8	66699227	8796
10	66699231	9359
7	66699225	9788
91	66699393	10334
2	66699213	10431
65	66699345	10399
53	66699328	10151
64	66699342	10922
22	66699261	10610
48	66699321	10694
19	66699253	10280
84	66699376	10521
50	66699324	10860
14	66699240	11153
51	66699326	11668
9	66699229	11791
98	66699409	10987
46	66699312	11299
78	66699361	11944
85	66699379	11294
88	66699387	11783
32	66699286	12071
5	66699219	12372
47	66699317	11849
69	66699350	12257
61	66699338	12073
28	66699278	11985
45	66699308	12196
55	66699330	12659
82	66699370	12651
68	66699349	13201
66	66699347	12773
38	66699296	12868
70	66699351	12872
27	66699276	12849
17	66699248	12837
12	66699235	12555
33	66699287	12946
52	66699327	13003
16	66699246	12463
20	66699256	12804
71	66699352	12895
92	66699396	13057
54	66699329	13121
81	66699367	12982
13	66699237	12902
0	66699208	13215
76	66699358	13335
36	66699292	13505
24	66699269	13506
41	66699301	13519
62	66699339	13615
49	66699322	13788
74	66699356	13872
1	66699211	13614
31	66699284	13874
34	66699289	13794
95	66699402	14124
44	66699305	13851
57	66699333	13884
6	66699221	13937
73	66699355	13910
86	66699383	14022
93	66699398	14030
60	66699336	14856
90	66699391	14130
97	66699406	14147
80	66699365	14284
23	66699266	14356
3	66699215	14372
94	66699400	14328
79	66699363	14449
96	66699404	14412
43	66699304	14539
15	66699242	14394
75	66699357	14522
18	66699250	14506
89	66699389	14468
29	66699280	14436
37	66699294	14637
25	66699270	14600
40	66699300	14716
59	66699335	14125
58	66699334	15324
72	66699354	14544
35	66699291	15022
83	66699373	15170
87	66699385	14922
39	66699298	15081
99	66699411	15534
11	66699233	15569
42	66699302	16035
21	66699258	15952
4	66699217	15894
77	66699360	16143
30	66699283	16954
63	66699340	16964
26	66699272	17281
