Index	JobID	FLRECO Runtime sec
58	66699456	1315
45	66699441	1440
37	66699429	1536
6	66699375	1564
13	66699392	1589
46	66699442	1627
24	66699414	1627
56	66699454	1614
42	66699435	1644
86	66699492	1628
79	66699484	1686
16	66699399	1712
62	66699461	1757
9	66699384	1695
11	66699388	1707
82	66699487	1762
78	66699483	1741
87	66699493	1766
83	66699488	1778
4	66699371	1933
94	66699501	1838
92	66699499	1924
39	66699432	1843
52	66699449	1931
59	66699457	1935
44	66699439	1955
10	66699386	1922
25	66699415	1994
69	66699469	1822
60	66699458	1980
71	66699471	1985
63	66699462	2008
0	66699362	2043
14	66699394	2072
3	66699368	2061
64	66699463	2001
30	66699421	2092
61	66699459	2147
28	66699419	2180
35	66699427	2159
8	66699380	2149
17	66699401	2123
15	66699397	2130
43	66699437	2156
20	66699407	2152
18	66699403	2148
1	66699364	2185
68	66699467	2142
84	66699490	2165
38	66699431	2188
98	66699506	2169
54	66699451	2207
48	66699444	2197
33	66699425	2223
96	66699504	2188
7	66699378	2242
32	66699423	2215
47	66699443	2263
41	66699434	2226
57	66699455	2261
40	66699433	2236
12	66699390	2248
36	66699428	2263
23	66699413	2261
65	66699464	2232
81	66699486	2241
49	66699445	2322
50	66699447	2239
77	66699481	2244
2	66699366	2301
80	66699485	2256
53	66699450	2303
74	66699478	2256
95	66699502	2250
21	66699410	2305
85	66699491	2281
88	66699494	2283
55	66699452	2342
76	66699480	2307
51	66699448	2394
70	66699470	2363
72	66699473	2370
66	66699465	2397
26	66699416	2438
67	66699466	2428
22	66699412	2550
90	66699497	2568
89	66699495	2562
91	66699498	2549
5	66699374	2634
31	66699422	2593
93	66699500	2563
27	66699418	2611
34	66699426	2611
29	66699420	2589
19	66699405	2600
73	66699475	2649
97	66699505	2679
75	66699479	2679
99	66699507	2852
