Index	JobID	Runtime sec
58	66699456	1477
45	66699441	1591
37	66699429	1746
6	66699375	1774
13	66699392	1789
46	66699442	1798
24	66699414	1815
56	66699454	1845
42	66699435	1860
86	66699492	1844
79	66699484	1902
16	66699399	1961
62	66699461	1977
9	66699384	1996
11	66699388	2002
82	66699487	1981
78	66699483	1987
87	66699493	2009
83	66699488	2013
4	66699371	2076
94	66699501	2029
92	66699499	2076
39	66699432	2151
52	66699449	2160
59	66699457	2180
44	66699439	2191
10	66699386	2213
25	66699415	2203
69	66699469	2180
60	66699458	2216
71	66699471	2205
63	66699462	2246
0	66699362	2301
14	66699394	2301
3	66699368	2316
64	66699463	2292
30	66699421	2324
61	66699459	2394
28	66699419	2422
35	66699427	2431
8	66699380	2454
17	66699401	2435
15	66699397	2438
43	66699437	2447
20	66699407	2454
18	66699403	2462
1	66699364	2496
68	66699467	2453
84	66699490	2461
38	66699431	2494
98	66699506	2464
54	66699451	2508
48	66699444	2513
33	66699425	2518
96	66699504	2492
7	66699378	2548
32	66699423	2531
47	66699443	2534
41	66699434	2540
57	66699455	2547
40	66699433	2553
12	66699390	2589
36	66699428	2578
23	66699413	2578
65	66699464	2553
81	66699486	2557
49	66699445	2593
50	66699447	2595
77	66699481	2566
2	66699366	2621
80	66699485	2572
53	66699450	2604
74	66699478	2574
95	66699502	2577
21	66699410	2617
85	66699491	2595
88	66699494	2606
55	66699452	2651
76	66699480	2661
51	66699448	2704
70	66699470	2671
72	66699473	2678
66	66699465	2703
26	66699416	2765
67	66699466	2756
22	66699412	2891
90	66699497	2865
89	66699495	2874
91	66699498	2881
5	66699374	2937
31	66699422	2925
93	66699500	2904
27	66699418	2939
34	66699426	2962
29	66699420	2962
19	66699405	2966
73	66699475	2990
97	66699505	3012
75	66699479	3019
99	66699507	3250
