Index	JobID	Memory_MB
0	66699362	361.38
2	66699364	362.47
4	66699366	383.47
6	66699368	335.22
9	66699371	327.68
12	66699374	354.85
13	66699375	370.62
16	66699378	335.80
18	66699380	343.20
22	66699384	358.10
24	66699386	353.65
26	66699388	346.32
28	66699390	349.25
30	66699392	335.95
32	66699394	338.60
35	66699397	364.24
37	66699399	355.90
39	66699401	384.48
41	66699403	421.57
43	66699405	388.46
45	66699407	366.30
48	66699410	378.00
50	66699412	410.51
51	66699413	343.05
52	66699414	338.44
53	66699415	342.40
54	66699416	350.47
56	66699418	333.65
57	66699419	348.07
58	66699420	372.70
59	66699421	358.85
60	66699422	341.64
61	66699423	383.72
63	66699425	382.58
64	66699426	367.17
65	66699427	395.66
66	66699428	355.31
67	66699429	372.26
69	66699431	366.29
70	66699432	366.71
71	66699433	400.09
72	66699434	356.62
73	66699435	350.36
75	66699437	342.07
77	66699439	344.38
79	66699441	336.97
80	66699442	335.45
81	66699443	323.42
82	66699444	352.74
83	66699445	385.94
85	66699447	354.84
86	66699448	379.22
87	66699449	340.21
88	66699450	362.03
89	66699451	371.63
90	66699452	351.76
92	66699454	354.43
93	66699455	368.50
94	66699456	354.89
95	66699457	325.05
96	66699458	341.15
97	66699459	337.98
99	66699461	344.46
100	66699462	329.96
101	66699463	373.72
102	66699464	401.12
103	66699465	376.01
104	66699466	361.37
105	66699467	407.29
107	66699469	421.18
108	66699470	356.74
109	66699471	340.22
111	66699473	340.08
113	66699475	335.59
116	66699478	420.51
117	66699479	370.23
118	66699480	442.27
119	66699481	455.43
121	66699483	452.80
122	66699484	384.89
123	66699485	376.82
124	66699486	364.79
125	66699487	349.61
126	66699488	398.75
128	66699490	366.67
129	66699491	357.69
130	66699492	353.48
131	66699493	359.33
132	66699494	354.69
133	66699495	341.76
135	66699497	348.96
136	66699498	335.54
137	66699499	332.68
138	66699500	350.86
139	66699501	341.31
140	66699502	358.26
142	66699504	340.74
143	66699505	328.30
144	66699506	365.42
145	66699507	402.37
