Index	JobID	FLRECO Runtime sec
22	66605825	3164
36	66605847	3151
85	66605921	3105
42	66605856	3123
43	66605858	3153
28	66605835	3119
98	66605947	3125
93	66605941	3164
13	66605812	3245
41	66605855	3217
23	66605827	3241
95	66605943	3184
89	66605929	3313
84	66605920	3344
4	66605800	3419
2	66605797	3289
12	66605810	3489
38	66605851	3438
63	66605888	3403
71	66605898	3338
96	66605944	3517
37	66605850	3471
56	66605876	3521
20	66605823	3583
86	66605923	3630
3	66605798	3739
67	66605893	3717
70	66605897	3652
88	66605927	3660
87	66605925	3753
99	66605948	3765
15	66605815	4004
69	66605896	3982
75	66605905	4007
91	66605936	4090
94	66605942	4116
44	66605859	4104
68	66605894	4156
92	66605938	4190
45	66605860	4194
11	66605809	4270
39	66605852	4257
72	66605900	4245
50	66605868	4346
76	66605906	4349
7	66605804	4442
5	66605801	4447
73	66605901	4371
1	66605796	4491
49	66605866	4392
0	66605794	4462
64	66605889	4485
6	66605802	4477
32	66605841	4472
34	66605845	4458
17	66605818	4465
79	66605910	4421
21	66605824	4531
47	66605863	4454
66	66605892	4432
83	66605917	4450
24	66605828	4522
46	66605861	4489
19	66605820	4538
51	66605870	4492
29	66605837	4555
27	66605833	4576
65	66605890	4515
62	66605884	4551
97	66605946	4505
74	66605903	4554
25	66605829	4590
78	66605909	4549
52	66605871	4575
30	66605838	4619
54	66605874	4587
8	66605805	4674
60	66605882	4613
33	66605843	4669
18	66605819	4648
77	66605908	4608
10	66605807	4659
57	66605878	4626
40	66605854	4666
59	66605880	4657
35	66605846	4688
82	66605915	4635
58	66605879	4691
48	66605864	4775
55	66605875	4750
14	66605814	4835
80	66605912	4841
26	66605832	4867
9	66605806	4983
90	66605934	4919
61	66605883	4992
31	66605840	5074
16	66605816	5105
53	66605872	5106
81	66605913	5101
