Index	JobID	FLSIMU Runtime sec
22	66605825	272
36	66605847	275
85	66605921	273
42	66605856	276
43	66605858	283
28	66605835	362
98	66605947	282
93	66605941	267
13	66605812	267
41	66605855	248
23	66605827	285
95	66605943	370
89	66605929	243
84	66605920	274
4	66605800	289
2	66605797	421
12	66605810	287
38	66605851	308
63	66605888	348
71	66605898	397
96	66605944	301
37	66605850	399
56	66605876	387
20	66605823	394
86	66605923	300
3	66605798	299
67	66605893	273
70	66605897	376
88	66605927	393
87	66605925	389
99	66605948	384
15	66605815	353
69	66605896	381
75	66605905	384
91	66605936	339
94	66605942	328
44	66605859	390
68	66605894	373
92	66605938	350
45	66605860	390
11	66605809	382
39	66605852	374
72	66605900	381
50	66605868	386
76	66605906	393
7	66605804	410
5	66605801	410
73	66605901	409
1	66605796	375
49	66605866	409
0	66605794	415
64	66605889	312
6	66605802	411
32	66605841	388
34	66605845	406
17	66605818	412
79	66605910	411
21	66605824	371
47	66605863	410
66	66605892	415
83	66605917	411
24	66605828	414
46	66605861	413
19	66605820	415
51	66605870	420
29	66605837	420
27	66605833	405
65	66605890	410
62	66605884	390
97	66605946	407
74	66605903	393
25	66605829	420
78	66605909	410
52	66605871	407
30	66605838	412
54	66605874	420
8	66605805	413
60	66605882	409
33	66605843	393
18	66605819	424
77	66605908	415
10	66605807	453
57	66605878	419
40	66605854	382
59	66605880	399
35	66605846	411
82	66605915	417
58	66605879	422
48	66605864	413
55	66605875	472
14	66605814	463
80	66605912	431
26	66605832	466
9	66605806	401
90	66605934	408
61	66605883	402
31	66605840	414
16	66605816	462
53	66605872	459
81	66605913	477
