Index	JobID	Runtime sec
48	66312671	159
47	66312669	169
19	66312634	232
0	66312609	237
79	66312711	161
17	66312631	233
88	66312722	158
49	66312672	227
2	66312611	257
81	66312713	186
69	66312698	191
32	66312650	263
6	66312617	267
8	66312619	265
26	66312643	267
5	66312616	269
27	66312644	270
60	66312687	200
7	66312618	276
39	66312660	248
22	66312638	275
3	66312613	276
12	66312626	276
30	66312647	280
77	66312709	205
13	66312627	280
4	66312615	281
15	66312629	284
83	66312716	213
82	66312714	215
80	66312712	214
96	66312731	203
50	66312673	253
28	66312645	291
14	66312628	291
46	66312667	267
20	66312635	292
24	66312640	296
85	66312718	210
37	66312656	271
43	66312664	273
33	66312652	274
40	66312661	274
23	66312639	300
25	66312641	301
9	66312620	305
1	66312610	308
61	66312688	234
75	66312707	237
44	66312665	285
34	66312653	284
36	66312655	286
10	66312622	315
35	66312654	288
18	66312633	315
76	66312708	244
42	66312663	291
52	66312675	284
62	66312690	250
16	66312630	322
11	66312624	325
55	66312680	255
29	66312646	326
21	66312636	329
31	66312648	331
45	66312666	305
84	66312717	247
38	66312657	305
64	66312692	259
57	66312684	266
58	66312685	272
65	66312693	273
66	66312695	275
98	66312733	263
54	66312677	313
41	66312662	324
67	66312696	281
63	66312691	282
59	66312686	283
73	66312703	284
72	66312701	287
95	66312730	273
74	66312704	288
94	66312729	275
99	66312734	277
56	66312682	291
78	66312710	299
87	66312720	286
89	66312723	289
92	66312727	291
90	66312724	291
70	66312699	306
53	66312676	343
51	66312674	345
68	66312697	308
97	66312732	296
71	66312700	310
91	66312725	309
93	66312728	333
86	66312719	356
