Index	JobID	Memory MB
48	66312671	366.75
47	66312669	391.24
19	66312634	253.34
0	66312609	397.42
79	66312711	280.77
17	66312631	184.25
88	66312722	268.26
49	66312672	360.76
2	66312611	401.58
81	66312713	383.49
69	66312698	393.32
32	66312650	374.95
6	66312617	389.13
8	66312619	285.64
26	66312643	388.71
5	66312616	384.31
27	66312644	353.49
60	66312687	281.36
7	66312618	384.66
39	66312660	211.53
22	66312638	339.51
3	66312613	371.81
12	66312626	215.35
30	66312647	230.22
77	66312709	245.53
13	66312627	277.26
4	66312615	398.55
15	66312629	378.84
83	66312716	248.28
82	66312714	383.86
80	66312712	389.27
96	66312731	367.42
50	66312673	383.86
28	66312645	284.45
14	66312628	384.23
46	66312667	295.99
20	66312635	239.89
24	66312640	306.02
85	66312718	414.52
37	66312656	390.05
43	66312664	383.66
33	66312652	289.07
40	66312661	386.10
23	66312639	391.31
25	66312641	405.47
9	66312620	245.06
1	66312610	385.28
61	66312688	277.44
75	66312707	392.60
44	66312665	382.34
34	66312653	279.87
36	66312655	274.60
10	66312622	294.04
35	66312654	386.79
18	66312633	240.77
76	66312708	289.27
42	66312663	274.90
52	66312675	247.71
62	66312690	298.80
16	66312630	292.59
11	66312624	388.14
55	66312680	382.73
29	66312646	384.26
21	66312636	281.12
31	66312648	288.44
45	66312666	379.79
84	66312717	389.24
38	66312657	349.38
64	66312692	399.22
57	66312684	389.05
58	66312685	388.50
65	66312693	392.05
66	66312695	400.10
98	66312733	405.24
54	66312677	401.76
41	66312662	383.54
67	66312696	378.78
63	66312691	397.44
59	66312686	342.61
73	66312703	389.46
72	66312701	395.58
95	66312730	389.23
74	66312704	379.91
94	66312729	249.21
99	66312734	401.20
56	66312682	389.29
78	66312710	302.58
87	66312720	274.95
89	66312723	381.13
92	66312727	239.89
90	66312724	241.91
70	66312699	399.84
53	66312676	296.39
51	66312674	392.14
68	66312697	382.22
97	66312732	381.42
71	66312700	382.51
91	66312725	385.35
93	66312728	388.11
86	66312719	406.50
