Index	JobID	Runtime sec
3	66182313	28
13	66182323	35
4	66182314	42
10	66182320	41
27	66182338	38
6	66182316	45
14	66182324	39
5	66182315	38
12	66182322	44
7	66182317	46
15	66182325	43
9	66182319	44
0	66182310	44
8	66182318	49
23	66182333	62
18	66182328	56
24	66182334	62
16	66182326	64
22	66182332	57
84	66182396	27
65	66182377	28
25	66182335	63
11	66182321	65
76	66182388	30
99	66182411	31
19	66182329	68
90	66182402	37
63	66182375	35
1	66182311	75
38	66182350	38
37	66182349	41
89	66182401	43
2	66182312	72
20	66182330	84
86	66182398	43
48	66182360	43
21	66182331	80
34	66182346	45
69	66182381	47
85	66182397	48
77	66182389	50
82	66182394	50
53	66182365	53
87	66182399	51
98	66182410	37
51	66182363	53
32	66182344	53
30	66182342	53
41	66182353	53
44	66182356	56
61	66182373	56
93	66182405	55
75	66182387	40
17	66182327	97
57	66182369	57
42	66182354	56
52	66182364	56
36	66182348	58
40	66182352	58
59	66182371	56
74	66182386	58
58	66182370	56
97	66182409	60
66	66182378	58
81	66182393	59
70	66182382	58
31	66182343	59
29	66182341	59
35	66182347	59
28	66182340	60
49	66182361	59
78	66182390	59
54	66182366	60
45	66182357	59
67	66182379	59
64	66182376	46
94	66182406	61
79	66182391	61
91	66182403	63
83	66182395	47
55	66182367	61
72	66182384	61
47	66182359	64
71	66182383	63
95	66182407	64
92	66182404	66
60	66182372	86
80	66182392	88
88	66182400	89
68	66182380	91
50	66182362	94
26	66182336	129
39	66182351	97
56	66182368	97
43	66182355	100
46	66182358	114
96	66182408	115
73	66182385	115
