Index	JobID	Memory MB
3	66182313	149.69
13	66182323	136.29
4	66182314	243.01
10	66182320	149.18
27	66182338	191.17
6	66182316	181.22
14	66182324	166.11
5	66182315	202.05
12	66182322	161.46
7	66182317	154.50
15	66182325	164.05
9	66182319	138.57
0	66182310	163.55
8	66182318	162.36
23	66182333	171.86
18	66182328	226.54
24	66182334	159.79
16	66182326	160.35
22	66182332	168.52
84	66182396	149.23
65	66182377	154.31
25	66182335	160.91
11	66182321	351.10
76	66182388	146.72
99	66182411	151.52
19	66182329	234.33
90	66182402	182.90
63	66182375	143.42
1	66182311	149.75
38	66182350	154.05
37	66182349	165.33
89	66182401	151.21
2	66182312	150.15
20	66182330	155.63
86	66182398	148.67
48	66182360	138.24
21	66182331	190.05
34	66182346	144.22
69	66182381	147.85
85	66182397	150.70
77	66182389	148.62
82	66182394	138.25
53	66182365	159.71
87	66182399	134.62
98	66182410	150.14
51	66182363	151.28
32	66182344	145.61
30	66182342	147.94
41	66182353	156.29
44	66182356	165.09
61	66182373	167.57
93	66182405	141.35
75	66182387	145.97
17	66182327	226.62
57	66182369	173.85
42	66182354	143.45
52	66182364	140.58
36	66182348	168.19
40	66182352	159.36
59	66182371	139.40
74	66182386	160.11
58	66182370	157.47
97	66182409	174.71
66	66182378	154.54
81	66182393	172.56
70	66182382	138.75
31	66182343	144.59
29	66182341	140.98
35	66182347	135.16
28	66182340	142.62
49	66182361	143.61
78	66182390	154.09
54	66182366	161.21
45	66182357	143.56
67	66182379	137.21
64	66182376	154.33
94	66182406	217.79
79	66182391	154.02
91	66182403	138.00
83	66182395	144.82
55	66182367	151.60
72	66182384	165.95
47	66182359	174.40
71	66182383	138.20
95	66182407	153.40
92	66182404	202.10
60	66182372	141.83
80	66182392	142.23
88	66182400	145.15
68	66182380	160.91
50	66182362	152.96
26	66182336	150.08
39	66182351	149.25
56	66182368	145.84
43	66182355	164.67
46	66182358	154.01
96	66182408	156.13
73	66182385	155.55
