Index	JobID	FLSIMU Runtime sec
11	66689526	607
78	66689609	823
7	66689521	799
13	66689528	651
64	66689591	722
4	66689518	811
5	66689519	748
65	66689594	796
79	66689610	696
8	66689522	1018
39	66689562	819
12	66689527	1121
93	66689626	1186
33	66689555	1191
58	66689584	908
6	66689520	1023
20	66689537	1214
57	66689583	1207
84	66689616	1172
89	66689622	987
23	66689540	887
3	66689516	1127
35	66689557	1043
60	66689587	1294
90	66689623	1141
34	66689556	1088
48	66689573	1288
59	66689586	1207
21	66689538	1269
28	66689548	1002
46	66689570	1168
55	66689581	1155
76	66689606	1148
95	66689629	1413
32	66689554	1416
63	66689590	958
36	66689559	1165
67	66689596	1479
14	66689529	1351
26	66689543	1516
96	66689630	1420
74	66689604	1445
16	66689532	1077
25	66689542	1480
77	66689608	1321
88	66689620	1156
1	66689514	1476
73	66689603	1467
56	66689582	1384
91	66689624	1167
54	66689580	1337
83	66689615	1490
17	66689533	1515
69	66689598	1510
53	66689579	1114
68	66689597	1665
61	66689588	1400
18	66689534	1689
27	66689547	1528
37	66689560	1121
72	66689602	1470
75	66689605	1310
94	66689627	1483
0	66689513	1500
80	66689611	1589
41	66689565	1340
52	66689577	1429
97	66689631	1054
10	66689525	1100
81	66689612	1495
51	66689576	1460
44	66689568	1432
40	66689563	1303
15	66689531	1177
29	66689549	1447
19	66689535	1818
99	66689633	1523
82	66689613	1297
87	66689619	1318
42	66689566	1499
66	66689595	1670
85	66689617	1640
22	66689539	1508
98	66689632	1412
43	66689567	1612
31	66689553	1662
71	66689601	1474
86	66689618	1500
45	66689569	1552
50	66689575	1786
47	66689572	1605
70	66689599	1482
30	66689551	1595
49	66689574	1796
92	66689625	1604
2	66689515	1484
9	66689524	1522
38	66689561	1440
62	66689589	1300
24	66689541	1687
