Index	JobID	FLRECO Runtime sec
56	66595956	4557
53	66595952	5072
66	66595967	5071
25	66595919	5070
34	66595930	5152
11	66595902	5142
33	66595929	5189
4	66595893	5168
30	66595925	5220
86	66595990	5213
35	66595931	5605
31	66595927	5726
32	66595928	5563
44	66595942	5738
23	66595917	6014
69	66595971	5984
8	66595899	5921
36	66595932	6242
51	66595949	6265
75	66595977	6291
81	66595985	6471
28	66595922	6332
38	66595934	6332
26	66595920	6430
92	66595997	6536
74	66595976	6524
17	66595910	6395
68	66595970	6454
77	66595980	6441
91	66595996	6526
61	66595961	6656
58	66595958	6731
1	66595875	6841
80	66595984	6839
13	66595904	6642
48	66595946	6703
59	66595959	6761
96	66596002	6667
7	66595898	6731
65	66595966	6976
40	66595936	7031
16	66595908	6905
15	66595907	6964
43	66595941	7087
63	66595963	7102
90	66595995	6865
72	66595974	7055
98	66596005	7057
94	66596000	7089
57	66595957	7198
70	66595972	7159
6	66595897	7164
10	66595901	7175
78	66595981	7094
29	66595923	7192
3	66595891	7233
18	66595911	7225
24	66595918	7231
62	66595962	7234
67	66595968	7220
87	66595992	7223
82	66595986	7230
60	66595960	7327
99	66596006	7292
27	66595921	7218
0	66595874	7361
95	66596001	7289
20	66595914	7367
14	66595906	7347
64	66595964	7358
5	66595895	7350
85	66595989	7347
47	66595945	7430
83	66595987	7363
97	66596003	7374
93	66595999	7366
79	66595982	7439
89	66595994	7432
19	66595912	7427
71	66595973	7487
9	66595900	7506
22	66595916	7460
84	66595988	7563
12	66595903	7555
41	66595937	7532
52	66595950	7587
73	66595975	7576
50	66595948	7593
37	66595933	7610
39	66595935	7672
45	66595943	7703
21	66595915	7689
42	66595940	7811
88	66595993	7794
54	66595953	7867
2	66595877	7841
55	66595955	8131
49	66595947	8124
76	66595979	8226
46	66595944	8599
