Index	JobID	Runtime sec
56	66595956	5050
53	66595952	5630
66	66595967	5632
25	66595919	5633
34	66595930	5642
11	66595902	5702
33	66595929	5748
4	66595893	5757
30	66595925	5784
86	66595990	5778
35	66595931	6129
31	66595927	6362
32	66595928	6370
44	66595942	6493
23	66595917	6592
69	66595971	6651
8	66595899	6730
36	66595932	6797
51	66595949	6986
75	66595977	7046
81	66595985	7049
28	66595922	7085
38	66595934	7118
26	66595920	7135
92	66595997	7108
74	66595976	7169
17	66595910	7172
68	66595970	7191
77	66595980	7214
91	66595996	7318
61	66595961	7350
58	66595958	7359
1	66595875	7412
80	66595984	7396
13	66595904	7440
48	66595946	7472
59	66595959	7504
96	66596002	7492
7	66595898	7538
65	66595966	7542
40	66595936	7628
16	66595908	7672
15	66595907	7734
43	66595941	7823
63	66595963	7843
90	66595995	7811
72	66595974	7848
98	66596005	7871
94	66596000	7902
57	66595957	7969
70	66595972	7976
6	66595897	7984
10	66595901	7995
78	66595981	8008
29	66595923	8027
3	66595891	8035
18	66595911	8048
24	66595918	8056
62	66595962	8065
67	66595968	8077
87	66595992	8052
82	66595986	8053
60	66595960	8097
99	66596006	8110
27	66595921	8150
0	66595874	8192
95	66596001	8136
20	66595914	8168
14	66595906	8181
64	66595964	8187
5	66595895	8197
85	66595989	8171
47	66595945	8225
83	66595987	8200
97	66596003	8209
93	66595999	8216
79	66595982	8253
89	66595994	8244
19	66595912	8281
71	66595973	8298
9	66595900	8303
22	66595916	8308
84	66595988	8279
12	66595903	8345
41	66595937	8346
52	66595950	8388
73	66595975	8403
50	66595948	8408
37	66595933	8431
39	66595935	8499
45	66595943	8517
21	66595915	8629
42	66595940	8641
88	66595993	8654
54	66595953	8706
2	66595877	8767
55	66595955	8908
49	66595947	8997
76	66595979	9037
46	66595944	9525
