Index	JobID	Runtime sec
73	66698613	308
19	66698519	346
6	66698505	370
22	66698522	383
31	66698569	353
55	66698594	357
82	66698622	364
16	66698516	395
70	66698610	371
80	66698620	375
37	66698576	380
95	66698635	379
50	66698589	403
47	66698586	413
81	66698621	424
35	66698574	431
72	66698612	432
56	66698595	433
5	66698504	469
75	66698615	438
42	66698581	438
12	66698512	478
54	66698593	449
15	66698515	486
24	66698524	490
4	66698503	490
88	66698628	459
20	66698520	496
1	66698500	496
14	66698514	495
66	66698606	464
33	66698572	463
18	66698518	498
9	66698509	498
52	66698591	469
43	66698582	469
13	66698513	503
25	66698525	505
21	66698521	506
94	66698634	475
87	66698627	476
10	66698510	509
85	66698625	481
58	66698597	482
29	66698529	519
0	66698499	520
92	66698632	490
39	66698578	489
11	66698511	523
38	66698577	492
30	66698530	526
76	66698616	494
27	66698527	528
44	66698583	496
48	66698587	496
28	66698528	530
46	66698585	499
65	66698605	499
41	66698580	501
26	66698526	531
93	66698633	503
68	66698608	505
59	66698598	506
51	66698590	505
49	66698588	507
86	66698626	507
99	66698639	508
40	66698579	508
3	66698502	546
7	66698507	547
96	66698636	514
62	66698601	520
98	66698638	520
45	66698584	520
90	66698630	522
23	66698523	553
97	66698637	521
61	66698600	524
63	66698602	525
53	66698592	525
36	66698575	531
71	66698611	531
83	66698623	532
91	66698631	534
69	66698609	533
32	66698571	539
67	66698607	543
60	66698599	545
8	66698508	579
57	66698596	549
79	66698619	552
74	66698614	554
34	66698573	556
84	66698624	558
77	66698617	566
2	66698501	601
89	66698629	587
78	66698618	601
17	66698517	637
64	66698603	718
