Index	JobID	FLRECO Runtime sec
73	66698613	276
19	66698519	300
6	66698505	324
22	66698522	334
31	66698569	307
55	66698594	310
82	66698622	318
16	66698516	344
70	66698610	332
80	66698620	325
37	66698576	331
95	66698635	331
50	66698589	356
47	66698586	367
81	66698621	369
35	66698574	374
72	66698612	380
56	66698595	371
5	66698504	403
75	66698615	389
42	66698581	381
12	66698512	419
54	66698593	386
15	66698515	446
24	66698524	432
4	66698503	427
88	66698628	394
20	66698520	430
1	66698500	441
14	66698514	431
66	66698606	409
33	66698572	403
18	66698518	433
9	66698509	435
52	66698591	409
43	66698582	400
13	66698513	437
25	66698525	440
21	66698521	440
94	66698634	418
87	66698627	410
10	66698510	443
85	66698625	425
58	66698597	417
29	66698529	453
0	66698499	454
92	66698632	423
39	66698578	425
11	66698511	456
38	66698577	427
30	66698530	459
76	66698616	433
27	66698527	461
44	66698583	430
48	66698587	427
28	66698528	462
46	66698585	434
65	66698605	434
41	66698580	438
26	66698526	462
93	66698633	436
68	66698608	464
59	66698598	439
51	66698590	441
49	66698588	441
86	66698626	441
99	66698639	441
40	66698579	441
3	66698502	470
7	66698507	478
96	66698636	446
62	66698601	456
98	66698638	454
45	66698584	454
90	66698630	456
23	66698523	501
97	66698637	454
61	66698600	438
63	66698602	458
53	66698592	457
36	66698575	459
71	66698611	488
83	66698623	465
91	66698631	448
69	66698609	461
32	66698571	472
67	66698607	478
60	66698599	477
8	66698508	460
57	66698596	463
79	66698619	482
74	66698614	486
34	66698573	487
84	66698624	490
77	66698617	499
2	66698501	530
89	66698629	515
78	66698618	529
17	66698517	561
64	66698603	636
