Index	JobID	FLSIMU Runtime sec
73	66698613	32
19	66698519	46
6	66698505	46
22	66698522	49
31	66698569	46
55	66698594	47
82	66698622	46
16	66698516	51
70	66698610	39
80	66698620	50
37	66698576	49
95	66698635	48
50	66698589	47
47	66698586	46
81	66698621	55
35	66698574	57
72	66698612	52
56	66698595	62
5	66698504	66
75	66698615	49
42	66698581	57
12	66698512	59
54	66698593	63
15	66698515	40
24	66698524	58
4	66698503	63
88	66698628	65
20	66698520	66
1	66698500	55
14	66698514	64
66	66698606	55
33	66698572	60
18	66698518	65
9	66698509	63
52	66698591	60
43	66698582	69
13	66698513	66
25	66698525	65
21	66698521	66
94	66698634	57
87	66698627	66
10	66698510	66
85	66698625	56
58	66698597	65
29	66698529	66
0	66698499	66
92	66698632	67
39	66698578	64
11	66698511	67
38	66698577	65
30	66698530	67
76	66698616	61
27	66698527	67
44	66698583	66
48	66698587	69
28	66698528	68
46	66698585	65
65	66698605	65
41	66698580	63
26	66698526	69
93	66698633	67
68	66698608	41
59	66698598	67
51	66698590	64
49	66698588	66
86	66698626	66
99	66698639	67
40	66698579	67
3	66698502	76
7	66698507	69
96	66698636	68
62	66698601	64
98	66698638	66
45	66698584	66
90	66698630	66
23	66698523	52
97	66698637	67
61	66698600	86
63	66698602	67
53	66698592	68
36	66698575	72
71	66698611	43
83	66698623	67
91	66698631	86
69	66698609	72
32	66698571	67
67	66698607	65
60	66698599	68
8	66698508	119
57	66698596	86
79	66698619	70
74	66698614	68
34	66698573	69
84	66698624	68
77	66698617	67
2	66698501	71
89	66698629	72
78	66698618	72
17	66698517	76
64	66698603	82
