Index	JobID	Runtime sec
6	66752456	19
9	66752460	19
5	66752455	20
8	66752459	21
3	66752453	21
41	66752751	14
2	66752451	22
21	66752541	14
1	66752450	22
43	66752753	16
13	66752465	24
39	66752743	16
0	66752449	22
14	66752466	25
7	66752457	24
12	66752463	25
22	66752554	18
28	66752617	17
35	66752704	20
36	66752708	20
11	66752462	28
20	66752528	20
38	66752734	20
29	66752631	21
24	66752573	21
18	66752500	21
27	66752607	22
10	66752461	30
32	66752665	22
31	66752652	21
40	66752749	20
34	66752690	21
16	66752475	22
25	66752583	21
33	66752677	22
37	66752721	23
30	66752640	22
17	66752488	23
42	66752752	23
19	66752513	23
23	66752563	22
26	66752596	24
4	66752454	34
15	66752469	25
75	66753024	13
80	66753047	13
50	66752761	13
85	66753053	14
63	66752895	16
64	66752907	16
68	66752954	16
76	66753035	17
81	66753048	17
61	66752867	18
62	66752881	18
79	66753044	18
99	66753090	18
53	66752783	18
82	66753049	18
47	66752758	19
59	66752851	20
91	66753060	19
87	66753055	19
72	66752994	19
54	66752797	20
65	66752919	19
83	66753050	19
57	66752831	20
78	66753043	20
52	66752769	21
58	66752844	21
94	66753063	21
56	66752817	21
48	66752759	21
49	66752760	21
44	66752755	21
86	66753054	21
89	66753058	22
73	66753007	22
97	66753069	22
60	66752857	22
46	66752757	21
84	66753052	22
98	66753082	22
71	66752982	23
92	66753061	23
88	66753056	23
66	66752933	24
96	66753065	24
95	66753064	24
93	66753062	23
74	66753015	23
70	66752970	25
45	66752756	25
55	66752810	25
51	66752762	26
90	66753059	26
77	66753042	29
69	66752958	29
67	66752942	30
