Index	JobID	Memory MB
6	66752456	154.07
9	66752460	152.47
5	66752455	139.22
8	66752459	150.16
3	66752453	65.11
41	66752751	165.66
2	66752451	138.03
21	66752541	236.27
1	66752450	65.33
43	66752753	155.50
13	66752465	143.87
39	66752743	168.32
0	66752449	66.60
14	66752466	171.47
7	66752457	142.50
12	66752463	175.60
22	66752554	256.84
28	66752617	239.52
35	66752704	239.78
36	66752708	157.43
11	66752462	183.96
20	66752528	158.21
38	66752734	153.26
29	66752631	155.38
24	66752573	150.50
18	66752500	147.50
27	66752607	159.52
10	66752461	166.42
32	66752665	161.34
31	66752652	165.77
40	66752749	221.83
34	66752690	162.98
16	66752475	200.76
25	66752583	163.21
33	66752677	171.75
37	66752721	164.49
30	66752640	160.67
17	66752488	153.08
42	66752752	162.71
19	66752513	160.33
23	66752563	193.91
26	66752596	161.38
4	66752454	353.01
15	66752469	363.47
75	66753024	235.84
80	66753047	241.31
50	66752761	238.29
85	66753053	149.63
63	66752895	178.24
64	66752907	244.73
68	66752954	155.83
76	66753035	202.61
81	66753048	239.77
61	66752867	152.77
62	66752881	240.96
79	66753044	171.98
99	66753090	200.10
53	66752783	176.53
82	66753049	150.56
47	66752758	209.17
59	66752851	150.49
91	66753060	153.42
87	66753055	149.22
72	66752994	149.28
54	66752797	146.73
65	66752919	195.37
83	66753050	152.31
57	66752831	167.31
78	66753043	154.72
52	66752769	173.59
58	66752844	237.49
94	66753063	197.68
56	66752817	166.24
48	66752759	203.39
49	66752760	239.89
44	66752755	183.39
86	66753054	155.08
89	66753058	193.49
73	66753007	163.89
97	66753069	149.56
60	66752857	176.46
46	66752757	201.29
84	66753052	159.43
98	66753082	152.36
71	66752982	171.20
92	66753061	154.71
88	66753056	165.57
66	66752933	150.57
96	66753065	155.19
95	66753064	231.84
93	66753062	318.39
74	66753015	355.38
70	66752970	226.92
45	66752756	352.16
55	66752810	347.02
51	66752762	206.00
90	66753059	348.00
77	66753042	204.64
69	66752958	362.95
67	66752942	350.71
