Index	JobID	FLSIMU Runtime sec
6	66752456	9
9	66752460	9
5	66752455	9
8	66752459	9
3	66752453	8
41	66752751	4
2	66752451	9
21	66752541	4
1	66752450	8
43	66752753	4
13	66752465	9
39	66752743	4
0	66752449	8
14	66752466	9
7	66752457	8
12	66752463	9
22	66752554	6
28	66752617	5
35	66752704	8
36	66752708	4
11	66752462	8
20	66752528	5
38	66752734	5
29	66752631	5
24	66752573	5
18	66752500	5
27	66752607	5
10	66752461	9
32	66752665	5
31	66752652	4
40	66752749	6
34	66752690	5
16	66752475	7
25	66752583	5
33	66752677	4
37	66752721	5
30	66752640	5
17	66752488	5
42	66752752	6
19	66752513	5
23	66752563	5
26	66752596	6
4	66752454	9
15	66752469	6
75	66753024	4
80	66753047	3
50	66752761	4
85	66753053	4
63	66752895	6
64	66752907	4
68	66752954	4
76	66753035	6
81	66753048	3
61	66752867	4
62	66752881	7
79	66753044	6
99	66753090	6
53	66752783	6
82	66753049	5
47	66752758	5
59	66752851	5
91	66753060	5
87	66753055	5
72	66752994	4
54	66752797	4
65	66752919	5
83	66753050	5
57	66752831	6
78	66753043	5
52	66752769	6
58	66752844	5
94	66753063	7
56	66752817	6
48	66752759	5
49	66752760	5
44	66752755	8
86	66753054	7
89	66753058	7
73	66753007	6
97	66753069	5
60	66752857	7
46	66752757	5
84	66753052	6
98	66753082	6
71	66752982	7
92	66753061	6
88	66753056	6
66	66752933	5
96	66753065	7
95	66753064	7
93	66753062	5
74	66753015	4
70	66752970	5
45	66752756	8
55	66752810	6
51	66752762	5
90	66753059	8
77	66753042	5
69	66752958	5
67	66752942	7
