Index	JobID	FLSIMU Runtime sec
19	66699014	594
77	66699086	658
22	66699018	673
0	66698992	865
8	66699001	927
36	66699034	852
20	66699015	823
59	66699062	838
1	66698993	932
78	66699088	579
30	66699027	843
91	66699105	889
92	66699106	1254
83	66699094	950
48	66699049	888
56	66699059	783
65	66699069	971
97	66699112	942
76	66699084	881
81	66699091	981
67	66699072	887
62	66699066	853
44	66699045	1443
9	66699002	693
46	66699047	1197
42	66699042	866
96	66699111	1129
15	66699009	1300
55	66699058	957
31	66699028	1193
32	66699030	1190
5	66698998	1160
11	66699005	1242
18	66699013	1057
74	66699082	1130
47	66699048	1179
13	66699007	1046
17	66699012	1341
21	66699016	631
39	66699038	1502
3	66698995	1248
71	66699077	1217
80	66699090	1270
12	66699006	926
94	66699109	1452
86	66699098	1222
6	66698999	1232
7	66699000	1162
70	66699076	1409
69	66699074	1231
41	66699041	1475
79	66699089	857
23	66699019	1137
40	66699040	1029
35	66699033	1078
72	66699080	1254
49	66699051	1262
82	66699092	1259
16	66699010	1194
2	66698994	1249
73	66699081	1275
45	66699046	1250
43	66699044	1250
84	66699096	1130
68	66699073	1298
85	66699097	1257
75	66699083	1164
88	66699100	1267
33	66699031	1347
66	66699070	1061
93	66699107	1348
25	66699021	1352
58	66699061	1274
95	66699110	1257
37	66699035	1350
28	66699025	1210
10	66699003	1225
38	66699037	1281
60	66699063	1265
34	66699032	1262
87	66699099	1299
50	66699052	1271
4	66698996	1268
54	66699056	1246
99	66699117	1230
61	66699065	1232
51	66699053	1209
90	66699103	1290
24	66699020	1282
52	66699054	1241
14	66699008	1636
64	66699068	1261
29	66699026	1302
26	66699022	1276
89	66699102	1265
63	66699067	1358
53	66699055	1410
98	66699114	1422
27	66699023	1324
57	66699060	1483
