Index	JobID	Runtime sec
19	66699014	6939
77	66699086	6923
22	66699018	7375
0	66698992	7561
8	66699001	7696
36	66699034	7893
20	66699015	8010
59	66699062	8002
1	66698993	8043
78	66699088	8096
30	66699027	8127
91	66699105	8236
92	66699106	8240
83	66699094	8291
48	66699049	8357
56	66699059	8429
65	66699069	8517
97	66699112	8564
76	66699084	8672
81	66699091	8677
67	66699072	8680
62	66699066	8742
44	66699045	8838
9	66699002	8944
46	66699047	8976
42	66699042	9007
96	66699111	9170
15	66699009	9292
55	66699058	9291
31	66699028	9395
32	66699030	9417
5	66698998	9444
11	66699005	9463
18	66699013	9466
74	66699082	9597
47	66699048	9659
13	66699007	9722
17	66699012	9732
21	66699016	9762
39	66699038	9762
3	66698995	9785
71	66699077	9805
80	66699090	9821
12	66699006	9886
94	66699109	9842
86	66699098	9904
6	66698999	10023
7	66699000	10024
70	66699076	10041
69	66699074	10050
41	66699041	10108
79	66699089	10113
23	66699019	10162
40	66699040	10186
35	66699033	10194
72	66699080	10223
49	66699051	10280
82	66699092	10242
16	66699010	10318
2	66698994	10338
73	66699081	10325
45	66699046	10362
43	66699044	10373
84	66699096	10359
68	66699073	10412
85	66699097	10385
75	66699083	10426
88	66699100	10399
33	66699031	10501
66	66699070	10578
93	66699107	10565
25	66699021	10714
58	66699061	10705
95	66699110	10696
37	66699035	10747
28	66699025	10771
10	66699003	10803
38	66699037	10858
60	66699063	10848
34	66699032	10964
87	66699099	10925
50	66699052	11013
4	66698996	11068
54	66699056	11142
99	66699117	11199
61	66699065	11257
51	66699053	11329
90	66699103	11285
24	66699020	11335
52	66699054	11442
14	66699008	11536
64	66699068	11843
29	66699026	11941
26	66699022	11943
89	66699102	12041
63	66699067	12114
53	66699055	12251
98	66699114	12241
27	66699023	12428
57	66699060	13009
