Index	JobID	FLRECO Runtime sec
72	66599387	818
70	66599385	847
71	66599386	899
39	66599345	939
62	66599375	964
13	66599314	1004
25	66599329	1016
17	66599319	1017
66	66599380	1034
52	66599364	1034
23	66599326	1055
36	66599342	1046
58	66599370	1055
69	66599384	1063
35	66599341	1081
4	66599302	1102
53	66599365	1096
22	66599325	1132
14	66599316	1126
8	66599307	1139
16	66599318	1169
97	66599419	1135
55	66599367	1147
34	66599340	1195
48	66599358	1193
56	66599368	1213
68	66599382	1206
61	66599374	1218
28	66599332	1245
67	66599381	1244
9	66599308	1335
43	66599352	1316
60	66599373	1335
88	66599408	1296
33	66599339	1328
38	66599344	1361
40	66599349	1355
15	66599317	1355
59	66599372	1353
1	66599298	1360
47	66599356	1386
27	66599331	1384
12	66599312	1392
49	66599359	1370
83	66599400	1347
26	66599330	1408
51	66599362	1397
65	66599379	1405
10	66599309	1418
11	66599311	1419
2	66599300	1424
41	66599350	1406
29	66599333	1428
42	66599351	1423
87	66599407	1395
89	66599409	1403
31	66599336	1421
79	66599395	1394
18	66599320	1440
99	66599421	1398
57	66599369	1440
81	66599398	1407
80	66599397	1416
19	66599322	1447
6	66599304	1455
95	66599417	1417
0	66599297	1454
5	66599303	1473
37	66599343	1472
76	66599391	1424
84	66599403	1431
90	66599410	1430
91	66599412	1434
20	66599323	1485
21	66599324	1466
75	66599390	1425
98	66599420	1438
96	66599418	1436
54	66599366	1470
92	66599413	1442
78	66599394	1443
93	66599414	1440
7	66599306	1470
32	66599338	1484
50	66599360	1477
24	66599328	1485
45	66599354	1478
46	66599355	1482
74	66599389	1449
73	66599388	1460
77	66599393	1455
44	66599353	1495
82	66599399	1461
64	66599378	1537
85	66599405	1478
30	66599334	1534
86	66599406	1472
3	66599301	1527
94	66599416	1581
63	66599376	1765
