Index	JobID	Runtime sec
66	66675145	11475
93	66675205	13269
18	66674920	13930
3	66674773	14526
7	66674903	14813
15	66674915	15123
90	66675198	15151
32	66675065	15255
16	66674917	16275
64	66675141	16251
36	66675074	16464
5	66674775	16519
65	66675143	16512
10	66674908	16746
60	66675131	16898
57	66675121	16961
92	66675203	17185
89	66675196	17254
72	66675158	17552
98	66675216	17607
99	66675218	17740
95	66675209	17777
19	66674921	17863
68	66675149	18097
67	66675147	18134
63	66675138	18218
70	66675154	18276
27	66674940	18633
94	66675206	18655
6	66674777	18735
0	66674770	18769
71	66675156	18764
17	66674918	18797
4	66674774	18851
50	66675105	18927
62	66675135	19293
43	66675090	19433
58	66675125	19483
34	66675070	19659
86	66675189	19674
73	66675160	19681
91	66675200	19721
11	66674910	19804
41	66675084	19807
96	66675211	19882
37	66675077	19991
23	66674930	20237
82	66675181	20320
1	66674771	20434
51	66675107	20406
81	66675179	20412
78	66675172	20657
47	66675099	20686
49	66675104	20760
25	66674936	20887
56	66675119	20863
53	66675112	21200
8	66674906	21670
9	66674907	21769
40	66675082	21780
79	66675174	22029
28	66674943	22075
44	66675093	22055
2	66674772	22150
29	66675059	22264
26	66674938	22369
80	66675176	22438
20	66674924	22514
76	66675168	22537
14	66674913	22626
54	66675114	22631
61	66675133	22653
88	66675194	22710
52	66675109	22985
24	66674933	23016
77	66675170	22995
83	66675183	23128
55	66675117	23456
39	66675080	23598
45	66675094	23623
13	66674912	23749
42	66675087	23765
46	66675097	23831
59	66675129	23878
12	66674911	23936
38	66675079	24114
48	66675102	24165
85	66675187	24332
30	66675061	24352
74	66675162	24409
22	66674928	24587
31	66675063	25287
84	66675185	25318
21	66674926	25580
75	66675166	26180
87	66675192	28006
97	66675213	16179
35	66675072	16196
33	66675068	21839
69	66675152	20347
