Index	JobID	FLRECO Runtime sec
66	66675145	10711
93	66675205	12398
18	66674920	13060
3	66674773	13453
7	66674903	13712
15	66674915	14326
90	66675198	14187
32	66675065	14268
16	66674917	15153
64	66675141	14861
36	66675074	15407
5	66674775	15338
65	66675143	15759
10	66674908	15600
60	66675131	15608
57	66675121	15557
92	66675203	16419
89	66675196	16462
72	66675158	16360
98	66675216	16578
99	66675218	16544
95	66675209	16641
19	66674921	16615
68	66675149	16892
67	66675147	16933
63	66675138	17028
70	66675154	17361
27	66674940	17366
94	66675206	17905
6	66674777	17426
0	66674770	17487
71	66675156	17554
17	66674918	17998
4	66674774	17326
50	66675105	17465
62	66675135	18017
43	66675090	17902
58	66675125	18063
34	66675070	18542
86	66675189	18107
73	66675160	18909
91	66675200	18396
11	66674910	18507
41	66675084	18572
96	66675211	18738
37	66675077	18685
23	66674930	18672
82	66675181	19188
1	66674771	18897
51	66675107	19283
81	66675179	18914
78	66675172	19017
47	66675099	19069
49	66675104	19103
25	66674936	19251
56	66675119	19604
53	66675112	19556
8	66674906	20037
9	66674907	20448
40	66675082	20097
79	66675174	20522
28	66674943	20876
44	66675093	20419
2	66674772	20776
29	66675059	20605
26	66674938	20745
80	66675176	20859
20	66674924	20885
76	66675168	21044
14	66674913	20962
54	66675114	21068
61	66675133	21094
88	66675194	21182
52	66675109	21320
24	66674933	21387
77	66675170	21327
83	66675183	21463
55	66675117	21817
39	66675080	22368
45	66675094	22057
13	66674912	22123
42	66675087	22045
46	66675097	22670
59	66675129	22140
12	66674911	22152
38	66675079	22479
48	66675102	22488
85	66675187	22834
30	66675061	22694
74	66675162	22761
22	66674928	22937
31	66675063	23612
84	66675185	23634
21	66674926	24037
75	66675166	24505
87	66675192	26265
97	66675213	14636
35	66675072	14628
33	66675068	20217
69	66675152	19064
