Index	JobID	Memory_MB
0	66674770	603.02
1	66674771	601.07
2	66674772	596.02
3	66674773	599.12
4	66674774	447.91
5	66674775	592.50
7	66674777	595.53
133	66674903	599.58
136	66674906	524.98
137	66674907	450.85
138	66674908	412.36
141	66674911	428.11
142	66674912	532.78
143	66674913	402.01
145	66674915	410.19
147	66674917	409.51
150	66674920	429.26
151	66674921	408.54
153	66674923	490.24
154	66674924	457.77
155	66674925	533.57
156	66674926	431.38
157	66674927	554.27
158	66674928	446.95
159	66674929	645.67
160	66674930	526.49
161	66674931	594.81
163	66674933	560.32
165	66674935	578.02
166	66674936	596.87
167	66674937	652.95
168	66674938	529.85
169	66674939	698.17
170	66674940	548.78
171	66674941	630.95
173	66674943	493.88
174	66674944	590.62
287	66675057	714.85
289	66675059	599.88
290	66675060	685.19
291	66675061	414.17
292	66675062	557.67
293	66675063	409.12
294	66675064	497.06
295	66675065	416.28
296	66675066	511.78
298	66675068	586.23
299	66675069	488.05
300	66675070	432.24
301	66675071	535.46
302	66675072	594.66
303	66675073	635.33
304	66675074	434.78
306	66675076	646.07
307	66675077	401.67
308	66675078	543.83
309	66675079	441.76
310	66675080	432.55
311	66675081	646.11
312	66675082	399.53
313	66675083	640.58
314	66675084	423.80
315	66675085	643.00
316	66675086	649.75
317	66675087	484.87
320	66675090	487.45
321	66675091	631.68
322	66675092	686.30
323	66675093	464.84
324	66675094	596.34
325	66675095	651.76
326	66675096	696.77
327	66675097	492.04
328	66675098	562.21
329	66675099	601.98
331	66675101	696.77
332	66675102	518.43
333	66675103	688.19
334	66675104	599.04
335	66675105	588.88
336	66675106	548.00
337	66675107	598.32
338	66675108	634.68
339	66675109	494.53
340	66675110	650.69
342	66675112	536.94
343	66675113	536.65
344	66675114	482.62
345	66675115	635.74
346	66675116	689.22
347	66675117	449.08
348	66675118	697.49
349	66675119	601.51
350	66675120	697.06
351	66675121	598.06
354	66675124	693.03
355	66675125	593.47
358	66675128	552.09
359	66675129	445.63
360	66675130	646.79
361	66675131	419.34
362	66675132	688.21
363	66675133	590.16
364	66675134	630.90
365	66675135	490.95
366	66675136	639.61
368	66675138	427.95
369	66675139	533.83
370	66675140	650.86
371	66675141	408.13
372	66675142	514.98
373	66675143	393.29
374	66675144	496.30
375	66675145	389.40
376	66675146	534.08
377	66675147	404.82
378	66675148	538.19
379	66675149	432.21
381	66675151	502.39
382	66675152	545.22
383	66675153	576.10
384	66675154	399.95
385	66675155	509.93
386	66675156	483.18
387	66675157	499.95
388	66675158	399.28
389	66675159	593.85
390	66675160	415.68
391	66675161	487.66
392	66675162	483.90
395	66675165	698.80
396	66675166	484.55
397	66675167	653.92
398	66675168	483.60
399	66675169	536.62
400	66675170	402.93
401	66675171	541.81
402	66675172	502.40
403	66675173	697.15
404	66675174	425.35
405	66675175	698.64
406	66675176	597.24
408	66675178	647.93
409	66675179	460.89
410	66675180	617.68
411	66675181	594.54
412	66675182	653.03
413	66675183	420.10
414	66675184	647.36
415	66675185	457.19
416	66675186	549.10
417	66675187	406.93
418	66675188	546.49
419	66675189	490.60
421	66675191	646.01
422	66675192	583.46
423	66675193	647.65
424	66675194	413.04
425	66675195	559.07
426	66675196	483.34
427	66675197	492.20
428	66675198	410.68
429	66675199	516.01
430	66675200	413.29
432	66675202	506.33
433	66675203	395.28
434	66675204	635.87
435	66675205	393.96
436	66675206	420.40
437	66675207	637.32
438	66675208	526.10
439	66675209	601.27
440	66675210	539.17
441	66675211	401.38
442	66675212	645.83
443	66675213	479.99
445	66675215	505.18
446	66675216	422.40
447	66675217	592.77
448	66675218	387.99
