Index	JobID	Runtime sec
0	58920900	176
2	58920902	148
3	58920903	119
1	58920901	180
4	58920904	196
7	58920907	113
8	58920908	122
5	58920905	138
6	58920906	157
10	58920911	83
9	58920910	163
28	58920929	69
23	58920924	69
29	58920930	73
31	58920932	76
56	58920957	78
55	58920956	81
53	58920954	84
25	58920926	86
54	58920955	87
32	58920933	92
48	58920949	96
64	58920965	98
61	58920962	103
57	58920958	104
43	58920944	105
51	58920952	107
41	58920942	110
36	58920937	112
30	58920931	112
22	58920923	112
14	58920915	112
46	58920947	113
34	58920935	114
58	58920959	115
50	58920951	115
60	58920961	116
33	58920934	116
40	58920941	117
42	58920943	119
35	58920936	120
66	58920967	110
24	58920925	124
68	58920969	111
62	58920963	126
37	58920938	126
20	58920921	128
18	58920919	127
19	58920920	132
65	58920966	132
38	58920939	132
63	58920964	133
21	58920922	135
52	58920953	134
45	58920946	138
59	58920960	139
26	58920927	139
49	58920950	139
27	58920928	140
44	58920945	143
13	58920914	175
39	58920940	147
12	58920913	177
67	58920968	134
47	58920948	149
70	58920971	120
11	58920912	180
16	58920917	158
15	58920916	161
17	58920918	171
69	58920970	150
72	58920973	159
73	58920974	166
71	58920972	177
75	58920976	108
74	58920975	120
76	58920977	121
82	58920983	123
80	58920981	123
85	58920986	123
86	58920987	127
83	58920984	127
79	58920980	134
99	58921020	105
84	58920985	135
95	58920996	107
92	58920993	118
81	58920982	154
93	58920994	129
98	58921019	129
94	58920995	130
91	58920992	144
77	58920978	175
78	58920979	181
90	58920991	152
96	58920997	156
97	58921018	162
88	58920989	165
89	58920990	180
87	58920988	189
