Index	JobID	Memory MB
0	58920900	457.31
2	58920902	371.47
3	58920903	445.11
1	58920901	358.60
4	58920904	370.39
7	58920907	357.08
8	58920908	408.04
5	58920905	426.34
6	58920906	356.29
10	58920911	350.64
9	58920910	370.83
28	58920929	354.40
23	58920924	434.11
29	58920930	426.87
31	58920932	352.76
56	58920957	415.02
55	58920956	359.94
53	58920954	328.80
25	58920926	423.25
54	58920955	443.49
32	58920933	362.61
48	58920949	414.20
64	58920965	424.31
61	58920962	355.20
57	58920958	427.60
43	58920944	414.10
51	58920952	348.33
41	58920942	439.55
36	58920937	361.94
30	58920931	420.49
22	58920923	412.21
14	58920915	362.85
46	58920947	369.40
34	58920935	412.96
58	58920959	378.03
50	58920951	414.04
60	58920961	439.83
33	58920934	364.57
40	58920941	364.20
42	58920943	369.50
35	58920936	429.17
66	58920967	353.03
24	58920925	354.22
68	58920969	357.64
62	58920963	457.73
37	58920938	364.92
20	58920921	410.74
18	58920919	361.07
19	58920920	427.89
65	58920966	419.39
38	58920939	372.91
63	58920964	441.68
21	58920922	371.20
52	58920953	323.47
45	58920946	385.18
59	58920960	347.54
26	58920927	372.96
49	58920950	653.87
27	58920928	451.59
44	58920945	367.50
13	58920914	413.52
39	58920940	392.41
12	58920913	391.37
67	58920968	365.76
47	58920948	384.77
70	58920971	353.10
11	58920912	387.22
16	58920917	361.14
15	58920916	353.27
17	58920918	428.54
69	58920970	414.72
72	58920973	353.58
73	58920974	365.49
71	58920972	434.72
75	58920976	363.06
74	58920975	362.91
76	58920977	360.18
82	58920983	350.63
80	58920981	342.85
85	58920986	429.93
86	58920987	356.22
83	58920984	351.14
79	58920980	358.29
99	58921020	419.66
84	58920985	360.29
95	58920996	423.07
92	58920993	361.86
81	58920982	363.89
93	58920994	373.84
98	58921019	440.09
94	58920995	429.27
91	58920992	442.46
77	58920978	356.20
78	58920979	425.91
90	58920991	362.14
96	58920997	422.71
97	58921018	653.93
88	58920989	355.54
89	58920990	363.35
87	58920988	412.30
