Index	JobID	Memory_MB
0	66699113	940.68
1	66699114	806.62
2	66699115	987.30
4	66699117	790.40
5	66699118	986.10
6	66699119	1011.20
7	66699120	969.49
8	66699121	967.08
9	66699122	1015.34
10	66699123	1044.48
12	66699125	1008.28
13	66699126	963.32
15	66699128	981.15
16	66699129	1044.48
17	66699130	983.82
19	66699132	965.55
21	66699134	995.01
22	66699135	973.10
23	66699136	915.18
24	66699137	939.39
25	66699138	898.46
27	66699140	1022.89
28	66699141	978.01
29	66699142	1009.01
30	66699143	996.85
31	66699144	968.21
32	66699145	1012.18
34	66699147	880.10
35	66699148	999.44
36	66699149	1001.49
37	66699150	932.49
38	66699151	956.02
40	66699153	917.91
41	66699154	959.44
42	66699155	999.42
43	66699156	1075.2
44	66699157	984.72
45	66699158	1064.96
47	66699160	1167.36
48	66699161	1003.02
50	66699163	972.56
51	66699164	960.54
52	66699165	1018.69
54	66699167	1000.35
56	66699169	952.07
57	66699170	936.22
58	66699171	935.92
59	66699172	984.03
60	66699173	971.79
62	66699175	938.04
63	66699176	942.10
64	66699177	970.85
65	66699178	1016.31
67	66699180	971.31
68	66699181	1019.36
70	66699183	1001.37
73	66699186	968.09
74	66699187	983.67
77	66699190	970.43
78	66699191	971.80
79	66699192	924.22
81	66699194	904.12
82	66699195	946.08
83	66699196	987.65
84	66699197	954.41
85	66699198	983.94
87	66699200	1006.83
89	66699202	960.47
90	66699203	958.62
91	66699204	925.00
92	66699205	974.14
93	66699206	977.64
94	66699207	959.15
95	66699208	1177.6
97	66699210	960.53
98	66699211	1105.92
99	66699212	952.49
100	66699213	1095.68
101	66699214	903.97
102	66699215	1116.16
103	66699216	956.17
104	66699217	1116.16
105	66699218	940.39
106	66699219	1095.68
107	66699220	987.80
108	66699221	1126.4
110	66699223	1003.79
112	66699225	1105.92
113	66699226	956.90
114	66699227	1095.68
115	66699228	945.59
116	66699229	1085.44
117	66699230	973.73
118	66699231	1116.16
119	66699232	990.94
120	66699233	1320.96
121	66699234	1010.50
122	66699235	1054.72
123	66699236	1002.57
124	66699237	1146.88
126	66699239	928.00
127	66699240	1157.12
129	66699242	1064.96
131	66699244	946.24
133	66699246	1116.16
134	66699247	982.86
135	66699248	1105.92
136	66699249	980.08
137	66699250	1146.88
138	66699251	996.06
140	66699253	1157.12
141	66699254	975.00
143	66699256	1075.2
144	66699257	981.00
145	66699258	1167.36
146	66699259	1146.88
148	66699261	1105.92
150	66699263	1006.74
152	66699265	965.50
153	66699266	1085.44
155	66699268	961.36
156	66699269	1105.92
157	66699270	1095.68
158	66699271	1022.33
159	66699272	1105.92
160	66699273	966.24
162	66699275	974.55
163	66699276	1116.16
164	66699277	953.83
165	66699278	1136.64
166	66699279	925.64
