Index	JobID	Runtime sec
34	66699157	9311
83	66699236	9405
58	66699192	9579
60	66699195	9745
84	66699239	9804
18	66699138	9918
42	66699169	10011
17	66699137	10263
87	66699249	10255
28	66699150	10416
49	66699177	10443
73	66699214	10437
48	66699176	10505
77	66699223	10505
85	66699244	10613
27	66699149	10710
30	66699153	10827
7	66699123	11084
56	66699190	11122
24	66699145	11180
10	66699128	11199
14	66699134	11406
51	66699180	11414
78	66699226	11428
33	66699156	11503
45	66699172	11540
47	66699175	11576
5	66699121	11596
0	66699113	11676
72	66699212	11676
93	66699265	11726
79	66699228	11822
71	66699210	11849
63	66699198	11851
59	66699194	11863
25	66699147	11978
80	66699230	11971
3	66699119	12033
1	66699115	12062
70	66699207	12075
44	66699171	12287
20	66699141	12347
29	66699151	12392
50	66699178	12434
61	66699196	12487
22	66699143	12543
46	66699173	12578
41	66699167	12590
69	66699206	12578
40	66699165	12606
26	66699148	12610
43	66699170	12676
81	66699232	12735
36	66699160	12815
82	66699234	12779
68	66699205	12862
38	66699163	12887
35	66699158	12891
39	66699164	12919
6	66699122	12943
16	66699136	13017
21	66699142	13062
91	66699259	13022
89	66699254	13031
23	66699144	13120
52	66699181	13112
15	66699135	13171
53	66699183	13143
62	66699197	13150
8	66699125	13188
54	66699186	13176
9	66699126	13218
92	66699263	13167
65	66699202	13206
76	66699220	13250
95	66699271	13265
55	66699187	13499
90	66699257	13538
66	66699203	13608
74	66699216	13702
19	66699140	13819
13	66699132	13848
96	66699273	13786
12	66699130	13870
11	66699129	13881
4	66699120	13894
57	66699191	13891
88	66699251	13875
32	66699155	13966
64	66699200	14255
67	66699204	14291
37	66699161	14347
94	66699268	14354
99	66699279	14634
31	66699154	14744
97	66699275	14700
86	66699247	15047
75	66699218	15323
98	66699277	15843
2	66699118	16272
