Index	JobID	FLSIMU Runtime sec
34	66699157	1053
83	66699236	1049
58	66699192	1173
60	66699195	964
84	66699239	1193
18	66699138	1203
42	66699169	1264
17	66699137	900
87	66699249	1186
28	66699150	929
49	66699177	1063
73	66699214	1131
48	66699176	1176
77	66699223	995
85	66699244	905
27	66699149	1091
30	66699153	991
7	66699123	1179
56	66699190	1472
24	66699145	1559
10	66699128	1355
14	66699134	1086
51	66699180	1491
78	66699226	1105
33	66699156	1564
45	66699172	1182
47	66699175	986
5	66699121	1467
0	66699113	1231
72	66699212	1184
93	66699265	1562
79	66699228	1115
71	66699210	1500
63	66699198	1048
59	66699194	1230
25	66699147	879
80	66699230	1203
3	66699119	1277
1	66699115	1495
70	66699207	1496
44	66699171	1507
20	66699141	1545
29	66699151	1488
50	66699178	1333
61	66699196	1502
22	66699143	1460
46	66699173	1724
41	66699167	1485
69	66699206	1582
40	66699165	1470
26	66699148	1301
43	66699170	1728
81	66699232	1506
36	66699160	1592
82	66699234	1504
68	66699205	1524
38	66699163	1542
35	66699158	1564
39	66699164	1567
6	66699122	1562
16	66699136	920
21	66699142	1409
91	66699259	1570
89	66699254	1372
23	66699144	1568
52	66699181	1570
15	66699135	1355
53	66699183	1513
62	66699197	1641
8	66699125	1525
54	66699186	1562
9	66699126	1408
92	66699263	1556
65	66699202	1499
76	66699220	1648
95	66699271	1599
55	66699187	1568
90	66699257	1614
66	66699203	1614
74	66699216	1548
19	66699140	1618
13	66699132	1423
96	66699273	1573
12	66699130	1470
11	66699129	1581
4	66699120	1574
57	66699191	1709
88	66699251	1615
32	66699155	1246
64	66699200	1624
67	66699204	1680
37	66699161	1560
94	66699268	1597
99	66699279	1007
31	66699154	1598
97	66699275	1605
86	66699247	1596
75	66699218	1522
98	66699277	1506
2	66699118	1691
