Index	JobID	FLRECO Runtime sec
34	66699157	8258
83	66699236	8356
58	66699192	8406
60	66699195	8781
84	66699239	8611
18	66699138	8715
42	66699169	8747
17	66699137	9363
87	66699249	9069
28	66699150	9487
49	66699177	9380
73	66699214	9306
48	66699176	9329
77	66699223	9510
85	66699244	9708
27	66699149	9619
30	66699153	9836
7	66699123	9905
56	66699190	9650
24	66699145	9621
10	66699128	9844
14	66699134	10320
51	66699180	9923
78	66699226	10323
33	66699156	9939
45	66699172	10358
47	66699175	10590
5	66699121	10129
0	66699113	10445
72	66699212	10492
93	66699265	10164
79	66699228	10707
71	66699210	10349
63	66699198	10803
59	66699194	10633
25	66699147	11099
80	66699230	10768
3	66699119	10756
1	66699115	10567
70	66699207	10579
44	66699171	10780
20	66699141	10802
29	66699151	10904
50	66699178	11101
61	66699196	10985
22	66699143	11083
46	66699173	10854
41	66699167	11105
69	66699206	10996
40	66699165	11136
26	66699148	11309
43	66699170	10948
81	66699232	11229
36	66699160	11223
82	66699234	11275
68	66699205	11338
38	66699163	11345
35	66699158	11327
39	66699164	11352
6	66699122	11381
16	66699136	12097
21	66699142	11653
91	66699259	11452
89	66699254	11659
23	66699144	11552
52	66699181	11542
15	66699135	11816
53	66699183	11630
62	66699197	11509
8	66699125	11663
54	66699186	11614
9	66699126	11810
92	66699263	11611
65	66699202	11707
76	66699220	11602
95	66699271	11666
55	66699187	11931
90	66699257	11924
66	66699203	11994
74	66699216	12154
19	66699140	12201
13	66699132	12425
96	66699273	12213
12	66699130	12400
11	66699129	12300
4	66699120	12320
57	66699191	12182
88	66699251	12260
32	66699155	12720
64	66699200	12631
67	66699204	12611
37	66699161	12787
94	66699268	12757
99	66699279	13627
31	66699154	13146
97	66699275	13095
86	66699247	13451
75	66699218	13801
98	66699277	14337
2	66699118	14581
