Index	JobID	FLSIMU Runtime sec
79	66693770	163
60	66693750	199
5	66693693	187
73	66693764	295
54	66693743	277
19	66693708	216
25	66693714	248
33	66693722	170
4	66693692	311
66	66693757	250
36	66693725	206
51	66693740	270
41	66693730	201
87	66693778	188
90	66693782	259
82	66693773	265
56	66693745	275
50	66693739	280
81	66693772	238
26	66693715	264
92	66693784	306
42	66693731	206
1	66693689	276
88	66693779	345
85	66693776	264
44	66693733	236
97	66693789	373
20	66693709	217
16	66693705	286
43	66693732	343
9	66693697	340
6	66693694	360
37	66693726	333
99	66693791	314
12	66693700	359
83	66693774	276
40	66693729	346
13	66693701	334
14	66693702	372
76	66693767	280
67	66693758	343
23	66693712	365
93	66693785	358
3	66693691	325
10	66693698	355
31	66693720	356
30	66693719	202
22	66693711	373
55	66693744	368
18	66693707	288
77	66693768	284
2	66693690	376
48	66693737	300
24	66693713	378
35	66693724	365
68	66693759	350
7	66693695	374
72	66693763	311
39	66693728	376
57	66693746	377
34	66693723	310
61	66693751	400
28	66693717	347
86	66693777	376
74	66693765	361
89	66693780	292
21	66693710	425
65	66693756	382
64	66693755	380
29	66693718	374
47	66693736	356
80	66693771	334
46	66693735	338
0	66693688	414
96	66693788	376
58	66693748	373
62	66693752	389
94	66693786	371
78	66693769	426
32	66693721	358
53	66693742	349
27	66693716	372
49	66693738	388
70	66693761	402
59	66693749	333
91	66693783	383
11	66693699	385
75	66693766	387
45	66693734	414
8	66693696	392
38	66693727	391
95	66693787	430
15	66693703	410
63	66693754	435
98	66693790	406
69	66693760	295
71	66693762	251
84	66693775	288
52	66693741	329
17	66693706	392
