Index	JobID	FLRECO Runtime sec
79	66693770	1243
60	66693750	1519
5	66693693	1627
73	66693764	1449
54	66693743	1634
19	66693708	1743
25	66693714	1704
33	66693722	1849
4	66693692	1764
66	66693757	1756
36	66693725	1840
51	66693740	1814
41	66693730	1922
87	66693778	1890
90	66693782	1927
82	66693773	1965
56	66693745	2011
50	66693739	2039
81	66693772	2045
26	66693715	2130
92	66693784	1923
42	66693731	2165
1	66693689	2195
88	66693779	1968
85	66693776	2081
44	66693733	2261
97	66693789	1998
20	66693709	2336
16	66693705	2279
43	66693732	2215
9	66693697	2271
6	66693694	2272
37	66693726	2258
99	66693791	2153
12	66693700	2302
83	66693774	2288
40	66693729	2312
13	66693701	2375
14	66693702	2360
76	66693767	2383
67	66693758	2343
23	66693712	2383
93	66693785	2233
3	66693691	2463
10	66693698	2420
31	66693720	2407
30	66693719	2570
22	66693711	2402
55	66693744	2360
18	66693707	2515
77	66693768	2453
2	66693690	2461
48	66693737	2474
24	66693713	2444
35	66693724	2431
68	66693759	2432
7	66693695	2476
72	66693763	2486
39	66693728	2450
57	66693746	2459
34	66693723	2600
61	66693751	2490
28	66693717	2602
86	66693777	2450
74	66693765	2557
89	66693780	2560
21	66693710	2569
65	66693756	2563
64	66693755	2575
29	66693718	2678
47	66693736	2679
80	66693771	2662
46	66693735	2725
0	66693688	2720
96	66693788	2573
58	66693748	2751
62	66693752	2756
94	66693786	2662
78	66693769	2697
32	66693721	2867
53	66693742	2852
27	66693716	2921
49	66693738	2885
70	66693761	2899
59	66693749	2968
91	66693783	2822
11	66693699	3005
75	66693766	2938
45	66693734	2952
8	66693696	3104
38	66693727	3095
95	66693787	2950
15	66693703	3168
63	66693754	3180
98	66693790	3119
69	66693760	3393
71	66693762	1779
84	66693775	2458
52	66693741	2808
17	66693706	2963
