Index	JobID	Runtime sec
79	66693770	1406
60	66693750	1718
5	66693693	1814
73	66693764	1744
54	66693743	1911
19	66693708	1959
25	66693714	1952
33	66693722	2019
4	66693692	2075
66	66693757	2006
36	66693725	2046
51	66693740	2084
41	66693730	2123
87	66693778	2078
90	66693782	2186
82	66693773	2230
56	66693745	2286
50	66693739	2319
81	66693772	2283
26	66693715	2394
92	66693784	2229
42	66693731	2371
1	66693689	2471
88	66693779	2313
85	66693776	2345
44	66693733	2497
97	66693789	2371
20	66693709	2553
16	66693705	2565
43	66693732	2558
9	66693697	2611
6	66693694	2632
37	66693726	2591
99	66693791	2467
12	66693700	2661
83	66693774	2564
40	66693729	2658
13	66693701	2709
14	66693702	2732
76	66693767	2663
67	66693758	2686
23	66693712	2748
93	66693785	2591
3	66693691	2788
10	66693698	2775
31	66693720	2763
30	66693719	2772
22	66693711	2775
55	66693744	2728
18	66693707	2803
77	66693768	2737
2	66693690	2837
48	66693737	2774
24	66693713	2822
35	66693724	2796
68	66693759	2782
7	66693695	2850
72	66693763	2797
39	66693728	2826
57	66693746	2836
34	66693723	2910
61	66693751	2890
28	66693717	2949
86	66693777	2826
74	66693765	2918
89	66693780	2852
21	66693710	2994
65	66693756	2945
64	66693755	2955
29	66693718	3052
47	66693736	3035
80	66693771	2996
46	66693735	3063
0	66693688	3134
96	66693788	2949
58	66693748	3124
62	66693752	3145
94	66693786	3033
78	66693769	3123
32	66693721	3225
53	66693742	3201
27	66693716	3293
49	66693738	3273
70	66693761	3301
59	66693749	3301
91	66693783	3205
11	66693699	3390
75	66693766	3325
45	66693734	3366
8	66693696	3496
38	66693727	3486
95	66693787	3380
15	66693703	3578
63	66693754	3615
98	66693790	3525
69	66693760	3688
71	66693762	2030
84	66693775	2746
52	66693741	3137
17	66693706	3355
