Index	JobID	Memory_MB
0	66693688	459.45
1	66693689	482.94
2	66693690	442.52
3	66693691	434.45
4	66693692	429.73
5	66693693	431.46
6	66693694	513.72
7	66693695	453.28
8	66693696	442.68
9	66693697	466.58
10	66693698	444.82
11	66693699	447.59
12	66693700	429.21
13	66693701	447.41
14	66693702	450.10
15	66693703	462.63
17	66693705	424.80
18	66693706	431.85
19	66693707	467.45
20	66693708	435.05
21	66693709	413.28
22	66693710	647.30
23	66693711	491.78
24	66693712	475.01
25	66693713	452.73
26	66693714	484.57
27	66693715	422.42
28	66693716	442.06
29	66693717	478.75
30	66693718	463.04
31	66693719	416.53
32	66693720	471.78
33	66693721	468.76
34	66693722	459.74
35	66693723	417.15
36	66693724	492.25
37	66693725	416.15
38	66693726	497.02
39	66693727	472.90
40	66693728	424.23
41	66693729	489.32
42	66693730	408.41
43	66693731	435.72
44	66693732	451.51
45	66693733	469.90
46	66693734	458.41
47	66693735	442.01
48	66693736	487.27
49	66693737	467.31
50	66693738	467.24
51	66693739	432.48
52	66693740	432.53
53	66693741	414.76
54	66693742	451.33
55	66693743	449.05
56	66693744	525.00
57	66693745	496.73
58	66693746	466.35
60	66693748	467.11
61	66693749	471.77
62	66693750	470.96
63	66693751	552.19
64	66693752	496.57
66	66693754	536.09
67	66693755	625.96
68	66693756	466.69
69	66693757	459.25
70	66693758	443.10
71	66693759	480.26
72	66693760	448.34
73	66693761	445.43
74	66693762	439.00
75	66693763	453.06
76	66693764	461.88
77	66693765	467.75
78	66693766	479.37
79	66693767	449.31
80	66693768	431.16
81	66693769	619.15
82	66693770	453.33
83	66693771	424.82
84	66693772	437.32
85	66693773	416.09
86	66693774	443.75
87	66693775	438.94
88	66693776	415.92
89	66693777	509.41
90	66693778	422.55
91	66693779	457.63
92	66693780	411.17
94	66693782	449.12
95	66693783	465.65
96	66693784	491.67
97	66693785	488.76
98	66693786	472.11
99	66693787	470.01
100	66693788	501.24
101	66693789	485.19
102	66693790	500.55
103	66693791	649.63
