Index	JobID	FLSIMU Runtime sec
52	66674709	834
42	66674697	914
47	66674703	992
56	66674714	1021
41	66674696	897
43	66674698	1571
28	66674680	1001
45	66674701	1072
20	66674670	1061
99	66674767	1465
89	66674755	1834
25	66674676	851
53	66674710	1455
61	66674720	1499
21	66674671	1444
19	66674669	1337
22	66674673	1401
91	66674757	1564
1	66674643	2032
44	66674700	1586
97	66674764	1820
27	66674679	1517
78	66674740	1962
55	66674712	1556
26	66674677	1472
48	66674704	1467
29	66674681	1315
24	66674675	1420
54	66674711	1598
23	66674674	1327
92	66674758	2043
50	66674707	1575
46	66674702	936
9	66674657	1938
49	66674705	1504
77	66674738	1866
13	66674662	2004
88	66674754	2032
14	66674663	1907
86	66674751	1950
63	66674722	1793
3	66674648	1594
15	66674664	1973
17	66674667	2079
65	66674725	1602
12	66674661	2029
94	66674761	1462
85	66674750	1959
6	66674652	1930
5	66674650	2035
95	66674762	2028
4	66674649	2040
11	66674659	2185
72	66674733	1988
73	66674734	1893
74	66674735	1938
84	66674749	1926
68	66674728	2121
90	66674756	1889
82	66674747	2007
66	66674726	2055
62	66674721	1905
33	66674686	2030
71	66674731	1931
7	66674653	2039
76	66674737	1902
69	66674729	2050
70	66674730	2111
83	66674748	2102
93	66674760	2056
98	66674765	2046
87	66674752	2228
16	66674665	2124
96	66674763	2056
80	66674744	1997
18	66674668	2055
37	66674691	1992
10	66674658	2053
58	66674716	1924
31	66674683	2025
35	66674688	1542
39	66674694	2026
32	66674685	2068
8	66674654	2221
60	66674718	1901
64	66674723	2076
0	66674640	2118
59	66674717	1898
2	66674646	2045
75	66674736	1367
57	66674715	1950
38	66674693	2021
34	66674687	2137
81	66674745	2064
67	66674727	2114
30	66674682	2096
36	66674690	1891
79	66674741	2084
40	66674695	1849
51	66674708	2091
