Index	JobID	FLRECO Runtime sec
52	66674709	14351
42	66674697	15537
47	66674703	15526
56	66674714	16401
41	66674696	17087
43	66674698	16686
28	66674680	18252
45	66674701	18290
20	66674670	18544
99	66674767	18350
89	66674755	18957
25	66674676	20367
53	66674710	20430
61	66674720	20444
21	66674671	20960
19	66674669	21279
22	66674673	21359
91	66674757	21273
1	66674643	20810
44	66674700	21539
97	66674764	21317
27	66674679	21887
78	66674740	21521
55	66674712	21966
26	66674677	22111
48	66674704	22154
29	66674681	22376
24	66674675	22510
54	66674711	22575
23	66674674	22885
92	66674758	22447
50	66674707	23002
46	66674702	23779
9	66674657	23019
49	66674705	23507
77	66674738	23252
13	66674662	23263
88	66674754	23248
14	66674663	23429
86	66674751	23415
63	66674722	23645
3	66674648	23909
15	66674664	23576
17	66674667	23489
65	66674725	24000
12	66674661	23788
94	66674761	24421
85	66674750	24145
6	66674652	24227
5	66674650	24172
95	66674762	24189
4	66674649	24297
11	66674659	24436
72	66674733	24707
73	66674734	24812
74	66674735	24813
84	66674749	25102
68	66674728	25013
90	66674756	25323
82	66674747	25269
66	66674726	25274
62	66674721	25465
33	66674686	25347
71	66674731	25465
7	66674653	25358
76	66674737	25515
69	66674729	25414
70	66674730	25514
83	66674748	25850
93	66674760	26039
98	66674765	26076
87	66674752	25987
16	66674665	26289
96	66674763	26406
80	66674744	26549
18	66674668	26514
37	66674691	26582
10	66674658	26587
58	66674716	26781
31	66674683	26688
35	66674688	27285
39	66674694	27460
32	66674685	27493
8	66674654	27402
60	66674718	27753
64	66674723	27658
0	66674640	27875
59	66674717	28155
2	66674646	28050
75	66674736	28752
57	66674715	28350
38	66674693	28464
34	66674687	28707
81	66674745	28953
67	66674727	29124
30	66674682	29145
36	66674690	29601
79	66674741	30985
40	66674695	31468
51	66674708	19388
